hcc_id,brand_label_auto,primary_brand,user_1,user_2,cosine_similarity,user_1_n_comments,user_2_n_comments,user_1_sample_text,user_2_sample_text
2,Maryame,Maryame,beauty_ct8829,skincare_ct7727,0.0,3,3,spf nya berapa kak busui aman gk ,semantul itu cream maryame bagus sih flek memudar bru pke 2 minggu tpi hidung komedoan parah cream malamnya kira ada steroidnya ga ya takut bgtt
2,Maryame,Maryame,beauty_ct8829,skinclub_ct2318,0.0217,3,3,spf nya berapa kak busui aman gk ,aman buat bumill gak bun aku udh co facial wash dan daycream itubisa untuk muka komedo jerawat on off berminyak ga kk pke ss merk apa
2,Maryame,Maryame,beautyaddict_ct8242,beautyvibe_ct2527,0.011,3,3,sya mau tapi d emirat kk sekrng sy lg ngerasain gatel beruntusan lanjut pa ga iy tolong jbw kk baru pake 2hri nih bru nyoba kenapa ya aku mah udah habis 1 pot belum ada perubahan,isix terlalu sdkt  kak skrng pakai skincare apa
2,Maryame,Maryame,beautyaddict_ct8242,skincare_ct7727,0.0134,3,3,sya mau tapi d emirat kk sekrng sy lg ngerasain gatel beruntusan lanjut pa ga iy tolong jbw kk baru pake 2hri nih bru nyoba kenapa ya aku mah udah habis 1 pot belum ada perubahan,semantul itu cream maryame bagus sih flek memudar bru pke 2 minggu tpi hidung komedoan parah cream malamnya kira ada steroidnya ga ya takut bgtt
2,Maryame,Maryame,beautyaddict_ct8242,skinclub_ct2318,0.0007,3,3,sya mau tapi d emirat kk sekrng sy lg ngerasain gatel beruntusan lanjut pa ga iy tolong jbw kk baru pake 2hri nih bru nyoba kenapa ya aku mah udah habis 1 pot belum ada perubahan,aman buat bumill gak bun aku udh co facial wash dan daycream itubisa untuk muka komedo jerawat on off berminyak ga kk pke ss merk apa
2,Maryame,Maryame,beautyvibe_ct2527,skincare_ct7727,0.0,3,3,isix terlalu sdkt  kak skrng pakai skincare apa,semantul itu cream maryame bagus sih flek memudar bru pke 2 minggu tpi hidung komedoan parah cream malamnya kira ada steroidnya ga ya takut bgtt
2,Maryame,Maryame,beautyvibe_ct2527,skinclub_ct2318,0.0,3,3,isix terlalu sdkt  kak skrng pakai skincare apa,aman buat bumill gak bun aku udh co facial wash dan daycream itubisa untuk muka komedo jerawat on off berminyak ga kk pke ss merk apa
2,Maryame,Maryame,skincare_ct7727,skinclub_ct2318,0.0304,3,3,semantul itu cream maryame bagus sih flek memudar bru pke 2 minggu tpi hidung komedoan parah cream malamnya kira ada steroidnya ga ya takut bgtt,aman buat bumill gak bun aku udh co facial wash dan daycream itubisa untuk muka komedo jerawat on off berminyak ga kk pke ss merk apa
3,Mixed_2_Brands,Maryame,beauty_ct89266,cantik_ct99107,0.0387,3,3,kak umur 25 bru pertma kali pke bisa pke ini kak kak aku pake maryame jadi gatel bruntusan timbul jerawat apa lagi pas keringetan cekit cekit banget kira kira dilanjut apa enggk yah kk hylu c serum bo,aku pake retinol terus ku layer sama niacinamide paginya nampol banget mukaku glowing buersih belum pernah secocok ini sama skincare kak maaf kalo misalkan pake day cream nya doang trus malemnya pake 
3,Mixed_2_Brands,Maryame,beauty_ct89266,glowhunter_ct64974,0.0412,3,3,kak umur 25 bru pertma kali pke bisa pke ini kak kak aku pake maryame jadi gatel bruntusan timbul jerawat apa lagi pas keringetan cekit cekit banget kira kira dilanjut apa enggk yah kk hylu c serum bo,mulai dri umur brp ka pake cusion boleh ga kalo acne boleh pake serum vit c gak
3,Mixed_2_Brands,Maryame,beauty_ct89266,glowingid_ct74353,0.009,3,3,kak umur 25 bru pertma kali pke bisa pke ini kak kak aku pake maryame jadi gatel bruntusan timbul jerawat apa lagi pas keringetan cekit cekit banget kira kira dilanjut apa enggk yah kk hylu c serum bo,overclaim anjjjjj kakaknya pake satu pake apa yang itu doang pengen ih dapet gratis dari originote
3,Mixed_2_Brands,Maryame,beauty_ct89266,skinlover_ct27853,0.0269,3,3,kak umur 25 bru pertma kali pke bisa pke ini kak kak aku pake maryame jadi gatel bruntusan timbul jerawat apa lagi pas keringetan cekit cekit banget kira kira dilanjut apa enggk yah kk hylu c serum bo,kak kalo retinol sama niacinamide azarine pake nya di selang seling apa gmn yaa aku lgsung pake ga d jeda dulu tapi gpp tuh malah baguss serum retinol serum ceratides boleh
3,Mixed_2_Brands,Maryame,cantik_ct99107,glowhunter_ct64974,0.0273,3,3,aku pake retinol terus ku layer sama niacinamide paginya nampol banget mukaku glowing buersih belum pernah secocok ini sama skincare kak maaf kalo misalkan pake day cream nya doang trus malemnya pake ,mulai dri umur brp ka pake cusion boleh ga kalo acne boleh pake serum vit c gak
3,Mixed_2_Brands,Maryame,cantik_ct99107,glowingid_ct74353,0.0363,3,3,aku pake retinol terus ku layer sama niacinamide paginya nampol banget mukaku glowing buersih belum pernah secocok ini sama skincare kak maaf kalo misalkan pake day cream nya doang trus malemnya pake ,overclaim anjjjjj kakaknya pake satu pake apa yang itu doang pengen ih dapet gratis dari originote
3,Mixed_2_Brands,Maryame,cantik_ct99107,skinlover_ct27853,0.078,3,3,aku pake retinol terus ku layer sama niacinamide paginya nampol banget mukaku glowing buersih belum pernah secocok ini sama skincare kak maaf kalo misalkan pake day cream nya doang trus malemnya pake ,kak kalo retinol sama niacinamide azarine pake nya di selang seling apa gmn yaa aku lgsung pake ga d jeda dulu tapi gpp tuh malah baguss serum retinol serum ceratides boleh
3,Mixed_2_Brands,Maryame,glowhunter_ct64974,glowingid_ct74353,0.0215,3,3,mulai dri umur brp ka pake cusion boleh ga kalo acne boleh pake serum vit c gak,overclaim anjjjjj kakaknya pake satu pake apa yang itu doang pengen ih dapet gratis dari originote
3,Mixed_2_Brands,Maryame,glowhunter_ct64974,skinlover_ct27853,0.0402,3,3,mulai dri umur brp ka pake cusion boleh ga kalo acne boleh pake serum vit c gak,kak kalo retinol sama niacinamide azarine pake nya di selang seling apa gmn yaa aku lgsung pake ga d jeda dulu tapi gpp tuh malah baguss serum retinol serum ceratides boleh
3,Mixed_2_Brands,Maryame,glowingid_ct74353,skinlover_ct27853,0.0099,3,3,overclaim anjjjjj kakaknya pake satu pake apa yang itu doang pengen ih dapet gratis dari originote,kak kalo retinol sama niacinamide azarine pake nya di selang seling apa gmn yaa aku lgsung pake ga d jeda dulu tapi gpp tuh malah baguss serum retinol serum ceratides boleh
5,The Originote,The Originote,glowhunter_ip9119,kulitglowing_ip4767,0.1015,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men
5,The Originote,The Originote,glowhunter_ip9119,kulitglowing_ip9832,0.0893,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak 
5,The Originote,The Originote,glowhunter_ip9119,reviewjujur_ip2228,0.0655,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s
5,The Originote,The Originote,glowhunter_ip9119,skinbestie_ip1027,0.0959,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min, bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru
5,The Originote,The Originote,glowhunter_ip9119,skincare_ip7443,0.0668,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha
5,The Originote,The Originote,glowhunter_ip9119,skinclub_ip8942,0.0388,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r
5,The Originote,The Originote,glowhunter_ip9119,skinlover_ip4667,0.0722,8,8,klo niacinemade serum gabung niacinemade moist boleh ga min bisa gak kalau serumnya pake ini moisnya pake yang brightening gimana cara pencetnya yg retinol ini susah bgt diteken tekennya keras bgt min,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
5,The Originote,The Originote,kulitglowing_ip4767,kulitglowing_ip9832,0.1028,8,8,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak 
5,The Originote,The Originote,kulitglowing_ip4767,reviewjujur_ip2228,0.0872,8,8,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s
5,The Originote,The Originote,kulitglowing_ip4767,skinbestie_ip1027,0.1252,8,8,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men, bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru
5,The Originote,The Originote,kulitglowing_ip4767,skincare_ip7443,0.0709,8,8,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha
5,The Originote,The Originote,kulitglowing_ip4767,skinclub_ip8942,0.1135,8,8,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r
5,The Originote,The Originote,kulitglowing_ip4767,skinlover_ip4667,0.0624,8,8,dipake nya malam hari atau pagi siang hari dijawab krn aku udah beli wajib dicoba  mantapp tinggal moist nya jadi pump min originote emg deh gapernah gagal  kli bruntusan bisa ilang g apa cmn buat men,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
5,The Originote,The Originote,kulitglowing_ip9832,reviewjujur_ip2228,0.0292,8,8,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak ,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s
5,The Originote,The Originote,kulitglowing_ip9832,skinbestie_ip1027,0.0504,8,8,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak , bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru
5,The Originote,The Originote,kulitglowing_ip9832,skincare_ip7443,0.0879,8,8,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak ,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha
5,The Originote,The Originote,kulitglowing_ip9832,skinclub_ip8942,0.0727,8,8,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak ,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r
5,The Originote,The Originote,kulitglowing_ip9832,skinlover_ip4667,0.1073,8,8,  aku beli serum vit c kemasan nya yg new packaging tapi aku gbisa mencet tutup nya karna bukan packaging yg lama saran dong biar ga susah mencetnya klw pake 2serum bright b3 sama acne gapapa kan kak ,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
5,The Originote,The Originote,reviewjujur_ip2228,skinbestie_ip1027,0.1094,8,8,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s, bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru
5,The Originote,The Originote,reviewjujur_ip2228,skincare_ip7443,0.0545,8,8,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha
5,The Originote,The Originote,reviewjujur_ip2228,skinclub_ip8942,0.0668,8,8,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r
5,The Originote,The Originote,reviewjujur_ip2228,skinlover_ip4667,0.0749,8,8,bisa di pakai dari umur berapa retinol kapannn reddy lagiii kakk tolong dijawab ya soon moisturizer nya di ubah jdi pump min  next bikin cara pakenya kk  3 nya aku makeee boleh ga sii kalo pagi pake s,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
5,The Originote,The Originote,skinbestie_ip1027,skincare_ip7443,0.0498,8,8, bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha
5,The Originote,The Originote,skinbestie_ip1027,skinclub_ip8942,0.0305,8,8, bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r
5,The Originote,The Originote,skinbestie_ip1027,skinlover_ip4667,0.0639,8,8, bisa dri umur 14 tahun next hyalucera moist ny jg pake pump gini dong min i love your videos i hope we can connect through content creation just followed you kak kalo mau ngatasin bruntusan beli seru,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
5,The Originote,The Originote,skincare_ip7443,skinclub_ip8942,0.0549,8,8,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r
5,The Originote,The Originote,skincare_ip7443,skinlover_ip4667,0.0813,8,8,bukannya boleh ya niacinamide sama retinol tapi gatau deh plis jawa biar aku tau retinolnya manaaa aku butuh retinolnyaaa minn saran toner nya juga pump dong soalnya setiap buka tutupnya agak kesusaha,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
5,The Originote,The Originote,skinclub_ip8942,skinlover_ip4667,0.0487,8,8,serum pake nya berapa x sehari si kak muka aku jadi glowing bet nahhh kan bagusan yg skrng kak kalo masih ad jerawat bisa nggak ya cc  feling yg buat mencerahkan yg mna y tolong bantu jawab acne kit r,bisa di pakek setiap hari g kk tpi di vt sebelah niacinamide nya cmn 4 97 min mau nanya aju kok pake acne b 5 serum kok jdi beruntusan sewajah udh ngikutin caranya padahal kalo paginya pakai yg vit c 
14,Mixed_3plus_Brands,Daviena,beautyaddict_ct10959,cantik_ct95823,0.0049,5,5,sebutin brand mending hanasui murah cuma 19k tidak overclaim terima kasih doktif cc charismalux dong dok  serum malem hari nya boleh di ganti barrier ga ka,harga nya waoowww banget yaa    toner nya apa kak
14,Mixed_3plus_Brands,Daviena,beautyaddict_ct10959,skinclub_ct6649,0.0214,5,5,sebutin brand mending hanasui murah cuma 19k tidak overclaim terima kasih doktif cc charismalux dong dok  serum malem hari nya boleh di ganti barrier ga ka, kasus apa dokter oky coba cek skincare wsc dan body care puth skin dok lengket ga ka finishnya kak retinol kan pakenya seminggu 2x itu kalau pas gak pake retinol boleh gak pake b3 serum aku kalau pag
14,Mixed_3plus_Brands,Daviena,cantik_ct95823,skinclub_ct6649,0.006,5,5,harga nya waoowww banget yaa    toner nya apa kak, kasus apa dokter oky coba cek skincare wsc dan body care puth skin dok lengket ga ka finishnya kak retinol kan pakenya seminggu 2x itu kalau pas gak pake retinol boleh gak pake b3 serum aku kalau pag
15,The Originote,The Originote,beautyaddict_ct2062,beautyaddict_ct4776,0.0223,3,3,kak u pakek retinol nya aja apa pakek 1 paketny pny q creamny cair tteh trs tumpah tinggal stngh serum originote hyalu b3 serum pink glad2glow blh gk kak,idih buat pemula pake apa dulu kaka saya blm paham ka pagi hyalu c sama ss tanpa mois benerga sih
15,The Originote,The Originote,beautyaddict_ct2062,kulitsehat_ct8443,0.0332,3,3,kak u pakek retinol nya aja apa pakek 1 paketny pny q creamny cair tteh trs tumpah tinggal stngh serum originote hyalu b3 serum pink glad2glow blh gk kak,buat kulit sensitif dan merah bisa ngga si kak di pakein retinol daviena ini bun bisa kirimsigapor gmn cara pakai nya rangkaiannya apa aja
15,The Originote,The Originote,beautyaddict_ct2062,racun_ct2295,0.0125,3,3,kak u pakek retinol nya aja apa pakek 1 paketny pny q creamny cair tteh trs tumpah tinggal stngh serum originote hyalu b3 serum pink glad2glow blh gk kak,ya lu make baru satu pot trus pengen glowingggggg helloooowwww gak gitu juga sayang konsepnya mau beli tapi habis mulu mau beli ke toko lain takut kalo udh pake 2 ini boleh di tambah peeling serum sti
15,The Originote,The Originote,beautyaddict_ct2062,racun_ct8621,0.0286,3,3,kak u pakek retinol nya aja apa pakek 1 paketny pny q creamny cair tteh trs tumpah tinggal stngh serum originote hyalu b3 serum pink glad2glow blh gk kak,pengen coba tapi ragu ambyarin harganya kalo pake serum yang buat pagi hari trs d gabung sm moisturizer dorskin pink itu bole ga
15,The Originote,The Originote,beautyaddict_ct2062,skinbestie_ct9276,0.0146,3,3,kak u pakek retinol nya aja apa pakek 1 paketny pny q creamny cair tteh trs tumpah tinggal stngh serum originote hyalu b3 serum pink glad2glow blh gk kak,guyss ini revieww jujur dari akuu buat yang masih ragu pke dviena ini aman aja ya mnurut aku soalnya di aku pemakaian rutin 3 bulan bru kiatan hasilnya dan bnran baguss buat klian yg nanya klo stop wa
15,The Originote,The Originote,beautyaddict_ct4776,kulitsehat_ct8443,0.0162,3,3,idih buat pemula pake apa dulu kaka saya blm paham ka pagi hyalu c sama ss tanpa mois benerga sih,buat kulit sensitif dan merah bisa ngga si kak di pakein retinol daviena ini bun bisa kirimsigapor gmn cara pakai nya rangkaiannya apa aja
15,The Originote,The Originote,beautyaddict_ct4776,racun_ct2295,0.0147,3,3,idih buat pemula pake apa dulu kaka saya blm paham ka pagi hyalu c sama ss tanpa mois benerga sih,ya lu make baru satu pot trus pengen glowingggggg helloooowwww gak gitu juga sayang konsepnya mau beli tapi habis mulu mau beli ke toko lain takut kalo udh pake 2 ini boleh di tambah peeling serum sti
15,The Originote,The Originote,beautyaddict_ct4776,racun_ct8621,0.0386,3,3,idih buat pemula pake apa dulu kaka saya blm paham ka pagi hyalu c sama ss tanpa mois benerga sih,pengen coba tapi ragu ambyarin harganya kalo pake serum yang buat pagi hari trs d gabung sm moisturizer dorskin pink itu bole ga
15,The Originote,The Originote,beautyaddict_ct4776,skinbestie_ct9276,0.0187,3,3,idih buat pemula pake apa dulu kaka saya blm paham ka pagi hyalu c sama ss tanpa mois benerga sih,guyss ini revieww jujur dari akuu buat yang masih ragu pke dviena ini aman aja ya mnurut aku soalnya di aku pemakaian rutin 3 bulan bru kiatan hasilnya dan bnran baguss buat klian yg nanya klo stop wa
15,The Originote,The Originote,kulitsehat_ct8443,racun_ct2295,0.0046,3,3,buat kulit sensitif dan merah bisa ngga si kak di pakein retinol daviena ini bun bisa kirimsigapor gmn cara pakai nya rangkaiannya apa aja,ya lu make baru satu pot trus pengen glowingggggg helloooowwww gak gitu juga sayang konsepnya mau beli tapi habis mulu mau beli ke toko lain takut kalo udh pake 2 ini boleh di tambah peeling serum sti
