comment_id,selected_fold,true_label,comment_text_original,video_id,brand_or_video_context,text_cluster_id,cv_group_id,model_id,seed,argmax_label,argmax_confidence,probability_negative,probability_neutral,probability_positive,threshold_selected_positive_threshold,threshold_selected_abstention_threshold,predicted_label,prediction_confidence,error_type,komentar_terlalu_pendek,dukungan_implisit,pertanyaan_positif,testimoni,promosi,negasi,sarkasme,emoji,mixed_language,konteks_video_diperlukan,konflik_anotasi,teks_tidak_cukup,taxonomy_flags
7317297651186598661,5,Positive,Dulu aku jg awal bagus trus beruntusan terus malah makin bersih soalnya cm bruntus ga berbekas kecuali parah ya,7314309007341063429,The Originote,text_cluster_00213,comment:7317297651186598661,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.43588828928277895,0.4358885479307226,0.29540751766037493,0.26870393440890245,0.3,0.4,Negative,0.4358885479307226,Positive_to_Negative,False,False,False,False,False,True,False,False,False,False,False,False,negasi
7322418149794071301,2,Negative,"kalo moisturizer nya pake apa kak? rekomen dong, aku pake moist skingame daily kok finish masih ngerasa lengket",7237379067773766917,azarine_retinol,text_cluster_00239,comment:7322418149794071301,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.4100053252657006,0.2786965598065388,0.31129907522477046,0.41000436496869064,0.3,0.4,Positive,0.4100043649686907,Negative_to_Positive,False,True,False,False,False,False,False,False,True,True,False,False,dukungan_implisit;mixed_language;konteks_video_diperlukan
7330586327135748870,4,Positive,Anytime💕,7237379067773766917,azarine_retinol,text_cluster_00259,comment:7330586327135748870,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.5235551930298348,0.2713449773213508,0.5235560718549097,0.20509895082373938,0.3,0.4,Neutral,0.5235560718549098,Positive_to_Neutral,True,False,False,False,False,False,False,True,False,True,False,False,komentar_terlalu_pendek;emoji;konteks_video_diperlukan
7330626840119673605,2,Neutral,bikin purging ga yaa.. slama ini pake retinol azarine soalnyaa😳 #davienaretinol bagus banget dan juga #skincaretips penting banget,7312025661835578629,Daviena,text_cluster_00260,comment:7330626840119673605,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.38522210441352694,0.23366549471874,0.3811133585609167,0.3852211467203433,0.3,0.4,Positive,0.3852211467203433,Neutral_to_Positive,False,False,False,False,False,True,False,True,True,True,False,False,negasi;emoji;mixed_language;konteks_video_diperlukan
7334161555136709382,1,Positive,"Bisa ka, aku pakee paginya ga bikin kering malah glowing gitu koo",7313744314927041797,Daviena,text_cluster_00264,comment:7334161555136709382,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.41836199478730524,0.4183614081410704,0.19382024981480325,0.38781834204412635,0.3,0.4,Negative,0.4183614081410704,Positive_to_Negative,False,True,False,True,False,True,False,False,True,True,False,False,dukungan_implisit;testimoni;negasi;mixed_language;konteks_video_diperlukan
7345105648386032390,1,Positive,"aku malah pakai setiap mlm,kadang 5 kali seminggu,tergantung toleransi kulit masing2 ya,dokter jg pernh kasih tau,boleh dipakai setiap mlm.aku pakai,kulit makin bgs,tpi bukan merek yg ini",7340938843190725893,Daviena,text_cluster_00298,comment:7345105648386032390,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.41541528560463153,0.3034192424691874,0.41541558892796865,0.2811651686028441,0.3,0.4,Neutral,0.41541558892796865,Positive_to_Neutral,False,True,False,False,False,True,False,False,False,True,False,False,dukungan_implisit;negasi;konteks_video_diperlukan
7345133626637501189,1,Neutral,cuman pngn ngilangin kemerahan sama ngeratain warn kulit karna belang ga nemu²yang cocok cape banget yaallah:( @dr.okypratamaa_kedua bener ga dok?,7306081689422351622,The Originote,text_cluster_00299,comment:7345133626637501189,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.45479190843967693,0.2561258856015987,0.2890823316757036,0.45479178272269777,0.3,0.4,Positive,0.45479178272269777,Neutral_to_Positive,False,False,True,False,False,True,False,True,False,False,False,False,pertanyaan_positif;negasi;emoji
7348653217889452805,4,Neutral,pakai retinol itu wajib ditimpa moizkah kk? pagi wajib pakai suncrince nya bebas yg spf BRP baiknya? supaya flek bener2 memudar? pakai retinol muka dlm keadaan kering/ basah?,7327630114282573061,azarine_retinol,text_cluster_00307,comment:7348653217889452805,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.407010753924332,0.23071280743948333,0.36227574414383995,0.40701144841667675,0.3,0.4,Positive,0.40701144841667675,Neutral_to_Positive,False,False,False,True,False,False,False,False,False,True,False,False,testimoni;konteks_video_diperlukan
7357923330228126469,1,Negative,"d'alba emng bagus bgt apalagi pas bangun tdur,,tp muka ku lg breakout jd stop dlu, Pernh aku lanjut mlh tmbh breakout ny .nnti klo smbuh di pke lg😊",7357662447248968966,Daviena,text_cluster_00331,comment:7357923330228126469,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.4637806186120212,0.2924452351530146,0.24377383530327232,0.46378092954371314,0.3,0.4,Positive,0.46378092954371314,Negative_to_Positive,False,False,False,False,False,False,False,True,False,False,False,False,emoji
7358089940905542405,3,Negative,Mba aku pake D’Alba kok gak sebagus kulit mu sampe beli Double serum tapi muka ku ttp buluk,7357662447248968966,daviena_retinol,text_cluster_00346,comment:7358089940905542405,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.4263168212898185,0.33120564241007294,0.24247794819479795,0.4263164093951291,0.3,0.4,Positive,0.4263164093951291,Negative_to_Positive,False,True,False,False,False,True,False,True,True,False,False,False,dukungan_implisit;negasi;emoji;mixed_language
7358153134517191430,1,Negative,"gua gak mampu, gua cuman mampu beli skintific dan corsx doang 😭😭😭😭",7357662447248968966,daviena_retinol,text_cluster_00348,comment:7358153134517191430,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.3563858351033132,0.34044527073744973,0.30316889687614934,0.3563858323864009,0.3,0.4,Positive,0.3563858323864009,Negative_to_Positive,False,False,False,False,False,True,False,True,True,False,False,False,negasi;emoji;mixed_language
7358274389807022854,1,Negative,dlu aq cuma pake ponds bagus bgt lama2 berganti kostum cream nya gak ccok dmuka aq skrng gak pake apa2 krn gak ccok,7357662447248968966,Daviena,text_cluster_00351,comment:7358274389807022854,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.514998990411301,0.2935058170307408,0.19149510817160853,0.5149990747976506,0.3,0.4,Positive,0.5149990747976506,Negative_to_Positive,False,False,False,False,False,True,False,False,True,False,False,False,negasi;mixed_language
7358513013169685253,1,Negative,masih gadis pasti bisa beli make-up mahal2 tp klo udh punya suami jgn ngarep deh 😂,7357662447248968966,daviena_retinol,text_cluster_00361,comment:7358513013169685253,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.37788077392082275,0.3432054192370064,0.2789137600554687,0.3778808207075248,0.3,0.4,Positive,0.3778808207075248,Negative_to_Positive,False,False,False,False,False,False,False,True,False,False,False,False,emoji
7366126355194430214,1,Positive,"Masa dorskin gak masuk nih, padahal worth it😁",7357662447248968966,daviena_retinol,text_cluster_00405,comment:7366126355194430214,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.4081900715910951,0.40818964510294525,0.2983772947342534,0.2934330601628014,0.3,0.4,Negative,0.40818964510294525,Positive_to_Negative,False,False,False,False,False,True,False,True,True,True,False,False,negasi;emoji;mixed_language;konteks_video_diperlukan
7366216602360857349,2,Positive,kebetulan LG cr retinol yg bagus..eh viti KK ini muncul maaciw y KK semoga cocok d aku🙏😭,7357662447248968966,daviena_retinol,text_cluster_00406,comment:7366216602360857349,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.5152712846373383,0.2915928991810471,0.5152724224934204,0.19313467832553244,0.3,0.4,Neutral,0.5152724224934205,Positive_to_Neutral,False,False,False,False,False,True,False,True,False,True,False,False,negasi;emoji;konteks_video_diperlukan
7374730998196978437,4,Negative,ya Allah pengen muka kaya gini 😭 apalah mukaku yg sensitif ini .. d tambah dompet ku jga yg ga mampuuu ..,7357662447248968966,Daviena,text_cluster_00420,comment:7374730998196978437,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.38217825521118715,0.340147553317612,0.2776734583244825,0.3821789883579055,0.3,0.4,Positive,0.3821789883579055,Negative_to_Positive,False,False,False,False,False,True,False,True,False,True,False,False,negasi;emoji;konteks_video_diperlukan
7378571864202871558,2,Positive,moisnya bebas kak aku pakek mois daviena bagus banget kulitku sensitif banget jadi kalau gak cocok sama skincare langsung jerawatan tapi pas aku pakek in mois mukaku gak kusam lembab juga,7376604456818920709,Daviena,text_cluster_00437,comment:7378571864202871558,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.5536262089166214,0.5536256903396781,0.1382498389471453,0.3081244707131765,0.3,0.4,Negative,0.5536256903396782,Positive_to_Negative,False,True,False,True,False,True,False,False,True,False,False,False,dukungan_implisit;testimoni;negasi;mixed_language
7397304738260632325,3,Positive,Serumnyaa cobain yg hydramax water bank serum (warna biru) itu hydrating & skin barrier bagus 🥰 dan moist nya jg bisa pake warna biruu buat lembapin hihi sunscreen jg warna biru yg barrier cica 🥰,7397028146429709573,Azarine,text_cluster_00484,comment:7397304738260632325,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.5554684336287153,0.1439894328948119,0.5554683864325188,0.3005421806726692,0.3,0.4,Neutral,0.5554683864325188,Positive_to_Neutral,False,False,False,False,False,False,False,True,True,True,False,False,emoji;mixed_language;konteks_video_diperlukan
7407121439063835398,4,Positive,"coba deh donor darah rutin ke pmi terdekat, dijamin masalah jerawat hilang gak pake skincare pun wajah aman ✌🏻 ini pengalaman pribadi",7340938843190725893,Daviena,text_cluster_00514,comment:7407121439063835398,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.4368850424125323,0.23906622825186918,0.4368857475402788,0.3240480242078519,0.3,0.4,Neutral,0.4368857475402789,Positive_to_Neutral,False,False,False,True,False,True,False,True,True,True,False,False,testimoni;negasi;emoji;mixed_language;konteks_video_diperlukan
7408507744985334534,4,Neutral,ka kamu makenya malam pagi apa pagi aja?? jwb ya ka🙏🙏,7314309007341063429,originote_niacinamide,text_cluster_00517,comment:7408507744985334534,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.3937528845398809,0.3459551930035825,0.2602911509661943,0.3937536560302231,0.3,0.4,Positive,0.3937536560302231,Neutral_to_Positive,False,False,False,False,False,False,False,True,False,False,False,False,emoji
7408709581616939782,1,Positive,aku jg gak purging kak. mmg pake mousturizer dlu . aku sih pake mousturizer dari daviena jg yg glow duo,7378347819268082950,daviena_retinol,text_cluster_00518,comment:7408709581616939782,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.4116414495667583,0.24034445889985878,0.41164142061877423,0.348014120481367,0.3,0.4,Neutral,0.41164142061877423,Positive_to_Neutral,False,False,False,True,False,True,False,False,True,False,False,False,testimoni;negasi;mixed_language
7413287003867316997,3,Negative,seandainya harganya ga segitu minimal di bawah 300 q pasti bisa tapi bagus harga waow gitu,7401739344085585158,Maryame,text_cluster_00526,comment:7413287003867316997,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.3673907432582871,0.29968333173185324,0.33292615640517326,0.3673905118629735,0.3,0.4,Positive,0.3673905118629735,Negative_to_Positive,False,False,False,False,False,True,False,False,False,True,False,False,negasi;konteks_video_diperlukan
7414920277508850438,5,Positive,"aku pake ini ngaruh kok kak, pagi2 nya auto glowing. trs jerawat aku lgsg keri gtu loh",7397028146429709573,azarine_retinol,text_cluster_00528,comment:7414920277508850438,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.4138525096588139,0.2589813715814903,0.41385230009084895,0.32716632832766074,0.3,0.4,Neutral,0.41385230009084895,Positive_to_Neutral,False,True,False,True,False,False,False,False,True,True,False,False,dukungan_implisit;testimoni;mixed_language;konteks_video_diperlukan
7419290519233446661,5,Positive,"aq pakai 3 hari muka q udh agak cerahan😭teh jngn mahal2 dong,biar aq bisa co terus",7401739344085585158,Maryame,text_cluster_00538,comment:7419290519233446661,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.4771789254498614,0.47717915947366946,0.24063661790070393,0.28218422262562665,0.3,0.4,Negative,0.47717915947366946,Positive_to_Negative,False,False,False,True,False,True,False,True,False,False,False,False,testimoni;negasi;emoji
7420444077306430226,3,Negative,"dah pakai ngga ada hasil kak,dah ganti ke skincare neuvora,alhamdulillah dah seminggu langsung da hasil, hargany lbh murah tp dah bpom",7389110955214490886,daviena_retinol,text_cluster_00542,comment:7420444077306430226,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.6284830283251048,0.17358535235034647,0.19793163435399064,0.6284830132956629,0.3,0.4,Positive,0.6284830132956629,Negative_to_Positive,False,False,False,True,False,True,False,False,True,False,False,False,testimoni;negasi;mixed_language
7421366340701586181,3,Negative,harga nya mahal hasilnya gada sumpah😭😭 isinya dikit bgt kapok deh @dr.okypratamaa_kedua bener ga dok?,7421104723333483782,Daviena,text_cluster_00590,comment:7421366340701586181,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.4088908865993642,0.35605912713577254,0.23505024647205883,0.4088906263921686,0.3,0.4,Positive,0.4088906263921686,Negative_to_Positive,False,False,False,True,False,True,False,True,False,False,False,False,testimoni;negasi;emoji
7421792961870906118,4,Negative,yang tetap beli produk dia selamat'kalian buat dia makin kaya dan sedekahbuat dia hidup flexing Hedon..mending pkai prodak bukan krna drama owner viral @dokterdetektif gimana nih dok?,7421104723333483782,Daviena,text_cluster_00629,comment:7421792961870906118,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.45599402683033463,0.2534746207441781,0.2905309073565238,0.45599447189929804,0.3,0.4,Positive,0.45599447189929804,Negative_to_Positive,False,False,False,False,False,True,False,False,False,False,False,False,negasi
7422129577525461765,3,Negative,kalo ga ke bongkar bu owner emang mau minta maaf kya gini? pdhal suka bnget sama semua konten bu owner tapi ternyata ngecewain 😞,7421104723333483782,Daviena,text_cluster_00647,comment:7422129577525461765,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.4331693651764518,0.2227772133067735,0.3440534631445304,0.4331693235486962,0.3,0.4,Positive,0.4331693235486962,Negative_to_Positive,False,False,False,False,False,True,False,True,False,True,False,False,negasi;emoji;konteks_video_diperlukan
7422647379780535045,2,Positive,"aku pake yg pasti"" aja murah tpi tidak ngerusak di wajah tanpa jerawat seperti aku ini ngga cepet putih sih cuma yg penting cerah dantidak buluk aja di muka 😁",7421104723333483782,Daviena,text_cluster_00682,comment:7422647379780535045,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.5274108170922227,0.5274105309100179,0.15674754554361772,0.3158419235463645,0.3,0.4,Negative,0.5274105309100179,Positive_to_Negative,False,True,False,True,False,True,False,True,False,True,False,False,dukungan_implisit;testimoni;negasi;emoji;konteks_video_diperlukan
7424191177136767750,3,Positive,"aq pemula banget pake maryame tp pke cream malam nya aja.gak ada efek gatal,panas,iritasi mskpn kulit aq type sensitif.",7424146834534239493,Maryame,text_cluster_00706,comment:7424191177136767750,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.4186854749077083,0.36062928128019367,0.41868543494642446,0.2206852837733818,0.3,0.4,Neutral,0.4186854349464245,Positive_to_Neutral,False,False,False,False,False,True,False,False,True,False,False,False,negasi;mixed_language
7425255870156964613,4,Negative,"sama kk... aq jg awal2 pakai ms glow muka bersih tp gak glowing yaa...
tp slth pot ke 3 kok mlh jd kusam",7421835937988070662,Maryame,text_cluster_00718,comment:7425255870156964613,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.5147457820548621,0.33438815385585813,0.15086480012801254,0.5147470460161293,0.3,0.4,Positive,0.5147470460161293,Negative_to_Positive,False,False,False,True,False,True,False,False,True,False,False,False,testimoni;negasi;mixed_language
7429309304655659781,5,Positive,belinya d mn ko ngga ad keranjang kuningya? #niacinamideskincare wajib coba cocok masuk #skincareroutine,7421364555957275910,Maryame,text_cluster_00848,comment:7429309304655659781,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.4702025241741082,0.3808424078829933,0.47020247064998894,0.14895512146701784,0.3,0.4,Neutral,0.47020247064998894,Positive_to_Neutral,False,False,True,False,True,True,False,False,True,False,False,False,pertanyaan_positif;promosi;negasi;mixed_language
7429616235484742407,1,Positive,iya kak betul . .,7429265515434036485,maryame_niacinamide,text_cluster_00859,comment:7429616235484742407,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.5338553366871991,0.17630467613877396,0.5338555561252312,0.2898397677359949,0.3,0.4,Neutral,0.5338555561252312,Positive_to_Neutral,True,False,False,False,False,False,False,False,False,True,False,False,komentar_terlalu_pendek;konteks_video_diperlukan
7432557226013033222,5,Positive,"maryame emang mantap buktinya saya pake dr THN 2023 tpi skrg susah betul dpt nya telat trus,mulai 10 NOV gk pernah dpt,plis tambah saya GK bisa k yg lain ini cream ku sdh lama habis😭",7401739344085585158,Maryame,text_cluster_00891,comment:7432557226013033222,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.48006761498066974,0.4800676745157675,0.21446507141721785,0.30546725406701475,0.3,0.4,Negative,0.4800676745157675,Positive_to_Negative,False,False,False,False,False,False,False,True,True,True,False,False,emoji;mixed_language;konteks_video_diperlukan
7434721570532557624,5,Positive,yeeeeeahhh maryame the best di tambah lgi ah sepuluh kebon love love nya flek hitam ku beneran terhempas tanpa takut si mercucur♥️♥️♥️♥️,7428436533981613318,Maryame,text_cluster_00907,comment:7434721570532557624,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.509233775228754,0.1992702970267052,0.5092336468583972,0.29149605611489754,0.3,0.4,Neutral,0.5092336468583972,Positive_to_Neutral,False,False,False,False,False,False,False,True,False,False,False,False,emoji
7449699424621642504,3,Negative,"iya knapa yaa, dluu aku pake pas rame2 nya ms glow dimuka emang cerah. smpe skrg aku masih pake tp lamalama jadi kusam😭",7421835937988070662,Maryame,text_cluster_00927,comment:7449699424621642504,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.5781032978460247,0.28469427520388235,0.13720273581258913,0.5781029889835286,0.3,0.4,Positive,0.5781029889835286,Negative_to_Positive,False,True,False,True,False,False,False,True,True,False,False,False,dukungan_implisit;testimoni;emoji;mixed_language
7452171435227611911,4,Positive,kk jangan tergiur sama harga murah mending lgsg beli aja di officialnya walaupun agak mahal tapi pasti🙏,7418514646698642693,Maryame,text_cluster_00932,comment:7452171435227611911,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.5323842221306377,0.5323826853764665,0.1186247875097906,0.3489925271137429,0.3,0.4,Negative,0.5323826853764665,Positive_to_Negative,False,False,False,False,False,True,False,True,False,False,False,False,negasi;emoji
7462328282752910088,5,Positive,punyaku paket jerawat ga kepake baru 2x pakai siapa mau kukasih murah,7262186413284822277,Maryame,text_cluster_00954,comment:7462328282752910088,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.5237049775018114,0.3046524971913756,0.5237046834758957,0.17164281933272876,0.3,0.4,Neutral,0.5237046834758956,Positive_to_Neutral,False,True,False,True,False,True,False,False,False,False,False,False,dukungan_implisit;testimoni;negasi
7470081026904032007,1,Positive,okeyh thanks ya kak😭,7262186413284822277,maryame_niacinamide,text_cluster_00963,comment:7470081026904032007,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.6476914710396732,0.22472238568974945,0.647691681178949,0.1275859331313016,0.3,0.4,Neutral,0.647691681178949,Positive_to_Neutral,True,False,False,False,False,False,False,True,False,True,False,False,komentar_terlalu_pendek;emoji;konteks_video_diperlukan
7472563885531693832,3,Positive,bu owner yg cantik kasih harga ambyar donggg pengen glowing pas lebaran ini,7472351771025755410,maryame_niacinamide,text_cluster_00967,comment:7472563885531693832,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.44414368229920026,0.20329558987234256,0.44414339953821336,0.3525610105894441,0.3,0.4,Neutral,0.44414339953821336,Positive_to_Neutral,False,False,False,True,False,True,False,False,True,True,False,False,testimoni;negasi;mixed_language;konteks_video_diperlukan
7507836969460876039,5,Positive,"udah beli, udah berjalan 2 minggu yg acne udah mulai efek bagus, jerawat hilang trus gak bikin pucat diwajah walau no bedak kak.. baru nemu daycream yg sehebat komplit maryame 🔥🔥🔥 @dewihanijayanti",7507827983269350661,Maryame,text_cluster_00994,comment:7507836969460876039,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.4116264458465571,0.4116268354167861,0.28984064236657675,0.29853252221663723,0.3,0.4,Negative,0.4116268354167861,Positive_to_Negative,False,False,False,True,False,True,False,True,True,False,False,False,testimoni;negasi;emoji;mixed_language
7540667810423915272,5,Positive,aku baru pake hr ni... emg mantul flek tipis ku nyaris nga nampak meh2 hn flek tipis ku jg hilang aamiin😁,7472351771025755410,Maryame,text_cluster_01016,comment:7540667810423915272,ensemble_top3_seed_probability_average,top3:42;52;62,Neutral,0.5045597273942375,0.28930906483815094,0.5045594885913225,0.2061314465705267,0.3,0.4,Neutral,0.5045594885913225,Positive_to_Neutral,False,False,False,False,False,True,False,True,False,False,False,False,negasi;emoji
7553546197735850760,3,Positive,"mmg bgus bgt cream nya...
tp skrg cream siangku hbs...pdhl glowing bgt. Bru pke 1 pot...tp...ga sanggup ke beli lg 🥺",7472351771025755410,maryame_niacinamide,text_cluster_01023,comment:7553546197735850760,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.4106380014350318,0.4106382953239316,0.3018597882507313,0.28750191642533707,0.3,0.4,Negative,0.41063829532393165,Positive_to_Negative,False,False,False,True,False,True,False,True,True,False,False,False,testimoni;negasi;emoji;mixed_language
7569844570143671058,1,Neutral,trgantung kecocokan jua ga smua x hasil x bagus aplgi it bahan merkury,7385065641595653382,Maryame,text_cluster_01034,comment:7569844570143671058,ensemble_top3_seed_probability_average,top3:42;52;62,Positive,0.4014451330296548,0.2489360592752592,0.3496186687640286,0.4014452719607123,0.3,0.4,Positive,0.4014452719607123,Neutral_to_Positive,False,False,False,True,False,True,False,False,False,False,False,False,testimoni;negasi
7584404639752258312,3,Positive,"Awal doang, aku dlu gt.. lama lam enggak kok , jd cocok",7429265515434036485,maryame_niacinamide,text_cluster_01045,comment:7584404639752258312,ensemble_top3_seed_probability_average,top3:42;52;62,Negative,0.6211669035456779,0.6211669874778095,0.16215795408805367,0.2166750584341368,0.3,0.4,Negative,0.6211669874778095,Positive_to_Negative,False,False,False,False,False,True,False,False,False,False,False,False,negasi
