example_id,member_rank,comment_id,platform_username,account,actor_type_primary,network_position,hcc_id,video_id,video_url,tiktok_comment_url_candidate,brand,comment_text_presentation,sentiment,sentiment_attribute_status
PPT_SIM_012,4,7431056048373826305,nurulloh829,MASS_0b0e870ef735,Mass Actor,Outside LCN,,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7431056048373826305,Maryame,harga itu berapa mbk,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_013,1,7217815722101113627,dicannnns,dicannnns,Individual Actor,Outside LCN,,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz&comment_id=7217815722101113627,The Originote,cek keranjang kuningnya ya kak,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_013,2,7357950574581744389,ciaaaja53,MASS_0a65bb0fbf11,Mass Actor,Outside LCN,,7357662447248968966,https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu,https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu&comment_id=7357950574581744389,Daviena,mana keranjang kuningnya 😒,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_013,3,7388516912772776710,nurulhidayanah02,MASS_0b6c6ba415bb,Mass Actor,Outside LCN,,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7388516912772776710,Maryame,mana keranjang kuningnya,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_013,4,7388487179565122310,ibuari75,MASS_1e19580d6595,Mass Actor,Outside LCN,,7385065641595653382,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm&comment_id=7388487179565122310,Maryame,keranjang kuninngnya gak ada,Neutral,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_014,1,7291827364518291825A,glowingid_rr53578,glowingid_rr53578,Community Actor,HCC,62,7430007251076697350,https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0&comment_id=7291827364518291825A,Maryame,ah masa? aku beda malah ✨ (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_014,2,7291827364518291477A,racun_rr28461,racun_rr28461,Community Actor,HCC,133,7340938843190725893,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z,https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z&comment_id=7291827364518291477A,Daviena,ah masa? aku beda malah beneran,Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_014,3,7291827364518291682A,skinclub_ip8582,skinclub_ip8582,Community Actor,HCC,52,7507827983269350661,https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4,https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4&comment_id=7291827364518291682A,Maryame,ah masa? aku beda malah 🔥 (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_014,4,7291827364518291929A,dearskin_rr87701,MASS_01c2bfc1703b,Mass Actor,LCN Non-HCC,,7237379067773766917,https://www.tiktok.com/@vivianmarguerre/video/7237379067773766917?_r=1&_t=ZS-9706fNQFwJ7,https://www.tiktok.com/@vivianmarguerre/video/7237379067773766917?_r=1&_t=ZS-9706fNQFwJ7&comment_id=7291827364518291929A,Azarine,ah masa? aku beda malah (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_015,1,7291827364518291841A,bestieku_rr99428,bestieku_rr99428,Community Actor,HCC,86,7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz&comment_id=7291827364518291841A,Daviena,sama2 kak semangat ✨ (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_015,2,7291827364518291869A,glowingid_rr53578,glowingid_rr53578,Community Actor,HCC,62,7188119070884056347,https://www.tiktok.com/@theoriginote/video/7188119070884056347?_r=1&_t=ZS-9701SLa3cpE,https://www.tiktok.com/@theoriginote/video/7188119070884056347?_r=1&_t=ZS-9701SLa3cpE&comment_id=7291827364518291869A,The Originote,sama2 kak semangat 🙏 (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_015,3,7291827364518291986A,glowup_rr94183,glowup_rr94183,Community Actor,HCC,52,7270117302614478086,https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9,https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9&comment_id=7291827364518291986A,Azarine,sama2 kak semangat btw (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
PPT_SIM_015,4,7291827364518291878A,kulitcerah_rr59853,kulitcerah_rr59853,Community Actor,HCC,58,7319688011891936517,https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH,https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH&comment_id=7291827364518291878A,Daviena,sama2 kak semangat 🥰 (160),Not available,FINAL_MODEL_VALIDATED_SENTIMENT_V2
