id,label,degree,weighted_degree,betweenness,community,brand_label_auto
racun_ip2774,racun_ip2774,15,11.428571428571429,9.708700666275866e-05,54,Azarine
skincare_ip2565,skincare_ip2565,15,11.035714285714286,9.708700666275866e-05,54,Azarine
glowhunter_ip7849,glowhunter_ip7849,15,11.035714285714285,9.986092113883747e-05,54,Azarine
reviewjujur_ip9284,reviewjujur_ip9284,14,10.5,0.0,54,Azarine
glowhunter_ip4395,glowhunter_ip4395,14,10.5,0.0,54,Azarine
skinlover_ip4018,skinlover_ip4018,14,10.5,0.0,54,Azarine
glowhunter_ip2869,glowhunter_ip2869,14,10.5,0.0,54,Azarine
beautyvibe_ct78952,beautyvibe_ct78952,5,9.875,0.0,52,Daviena
skinbestie_ip9676,skinbestie_ip9676,16,9.821428571428571,0.00013869572380394095,54,Non-HCC
skinlover_ct30407,skinlover_ct30407,9,9.821428571428571,0.001697635659360237,63,Non-HCC
skinbestie_ip5720,skinbestie_ip5720,16,9.785714285714286,0.00042175560534120116,5,Non-HCC
kulitglowing_ip3422,kulitglowing_ip3422,16,9.785714285714285,0.00042175560534120116,5,Non-HCC
kulitglowing_ip986,kulitglowing_ip986,16,9.785714285714285,0.00017210330249410756,5,Non-HCC
beauty_ip5786,beauty_ip5786,16,9.785714285714285,0.00042175560534120116,5,Non-HCC
beautyaddict_ip9987,beautyaddict_ip9987,15,9.25,1.2060497722081822e-07,5,Non-HCC
cantik_ip9223,cantik_ip9223,15,9.25,1.2060497722081822e-07,5,Non-HCC
reviewjujur_ip3756,reviewjujur_ip3756,15,9.25,1.2060497722081822e-07,5,Non-HCC
skinlover_ip9681,skinlover_ip9681,15,9.25,1.2060497722081822e-07,5,Non-HCC
reviewjujur_ct39243,reviewjujur_ct39243,5,8.875,0.0,52,Daviena
reviewjujur_ct55350,reviewjujur_ct55350,5,8.875,0.0,52,Daviena
reviewjujur_ct97003,reviewjujur_ct97003,5,8.875,0.0,52,Daviena
kulitcerah_ct29113,kulitcerah_ct29113,5,8.875,0.0,52,Daviena
kulitglowing_ip7028,kulitglowing_ip7028,14,8.875,0.0,54,Azarine
beautyvibe_ip6117,beautyvibe_ip6117,14,8.75,0.0,54,Non-HCC
reviewjujur_ip6156,reviewjujur_ip6156,14,8.75,0.0,54,Non-HCC
beautyvibe_ip9313,beautyvibe_ip9313,14,8.75,0.0,54,Non-HCC
cantik_ip6901,cantik_ip6901,14,8.75,0.0,54,Non-HCC
kulitglowing_ip4389,kulitglowing_ip4389,14,8.75,0.0,54,Non-HCC
cantik_ip9501,cantik_ip9501,8,8.660714285714285,0.00042440891484005926,150,Maryame
kulitglowing_ip1790,kulitglowing_ip1790,8,8.535714285714285,0.00042440891484005926,150,Maryame
kulitglowing_ip334,kulitglowing_ip334,8,8.535714285714285,0.0001747566119929656,150,Maryame
glowhunter_ip1923,glowhunter_ip1923,7,8.125,0.0,150,Maryame
glowhunter_ip8756,glowhunter_ip8756,7,8.0,0.0,150,Maryame
skinbestie_ip9364,skinbestie_ip9364,7,8.0,0.0,150,Maryame
beauty_ct22809,beauty_ct22809,6,7.5,0.0,63,Non-HCC
skintok_ct75378,skintok_ct75378,6,7.5,0.0,63,Non-HCC
beauty_ct94362,beauty_ct94362,6,7.5,0.0,63,Non-HCC
beautyaddict_ct95803,beautyaddict_ct95803,6,7.5,0.0,63,Non-HCC
racun_ct45713,racun_ct45713,6,7.5,0.0,63,Non-HCC
beauty_ct15443,beauty_ct15443,6,7.5,0.0,63,Non-HCC
beautyvibe_ip9378,beautyvibe_ip9378,10,7.321428571428571,0.0004271828293161381,20,Non-HCC
skinbestie_ip7689,skinbestie_ip7689,13,6.839285714285714,0.00034396539503377355,5,Non-HCC
glowingid_rr53578,glowingid_rr53578,9,6.8392857142857135,0.006402194610789913,63,Mixed_3plus_Brands
kelvin.shagufta7,kelvin.shagufta7,13,6.517857142857142,0.003495132239859312,150,Non-HCC
ndhyulee,ndhyulee,13,6.5,0.0010485396719577935,103,Non-HCC
kulitglowing_ct49929,kulitglowing_ct49929,7,6.375,0.00012205223694746802,17,Mixed_3plus_Brands
reviewjujur_ip9901,reviewjujur_ip9901,12,6.035714285714286,0.00042163500036398045,5,Non-HCC
glowhunter_ct43630,glowhunter_ct43630,4,6.0,0.0,48,Mixed_3plus_Brands
bestieku_ct63653,bestieku_ct63653,4,6.0,0.0,48,Mixed_3plus_Brands
testireal_ct48546,testireal_ct48546,4,6.0,0.0,48,Mixed_3plus_Brands
kulitcerah_ct92565,kulitcerah_ct92565,4,6.0,0.0,48,Mixed_3plus_Brands
beautyvibe_ct53672,beautyvibe_ct53672,4,6.0,0.0,48,Mixed_3plus_Brands
glowhunter_ip8989,glowhunter_ip8989,8,5.785714285714286,3.0513059236867006e-05,20,Non-HCC
beautyvibe_ip2744,beautyvibe_ip2744,8,5.785714285714286,8.321743428236456e-05,20,Non-HCC
racun_ip4816,racun_ip4816,11,5.5,0.0,5,Non-HCC
kulitglowing_ip8606,kulitglowing_ip8606,11,5.5,0.0,5,Non-HCC
racun_ip2718,racun_ip2718,11,5.5,0.0,5,Non-HCC
glowingid_rr16545,glowingid_rr16545,5,5.375,2.4965230284709368e-05,52,Non-HCC
reviewjujur_ip4671,reviewjujur_ip4671,7,5.25,0.0,20,Non-HCC
beautyaddict_ip1981,beautyaddict_ip1981,7,5.25,0.0,20,Non-HCC
skinbestie_ip2505,skinbestie_ip2505,7,5.25,0.0,20,Non-HCC
reviewjujur_ip1013,reviewjujur_ip1013,7,5.25,0.0,20,Non-HCC
skincare_ip797,skincare_ip797,7,5.25,0.0,20,Non-HCC
glowcheck_r3c10m00x7594,glowcheck_r3c10m00x7594,5,5.178571428571428,0.0,113,Maryame
glowdiary_r3c03m00x2631,glowdiary_r3c03m00x2631,5,5.178571428571428,0.0,114,Maryame
skinlover_ct23275,skinlover_ct23275,4,5.089285714285714,0.0,87,Mixed_2_Brands
glowup_ct95907,glowup_ct95907,3,5.071428571428571,0.0,20,Daviena
glowup_ct95695,glowup_ct95695,5,5.0,0.0,120,Non-HCC
kulitcerah_ct74535,kulitcerah_ct74535,5,5.0,0.0,120,Non-HCC
bestieku_ct66053,bestieku_ct66053,5,5.0,0.0,120,Non-HCC
dearskin_ct58033,dearskin_ct58033,4,5.0,4.854350333137933e-05,20,Daviena
skincare_ct87875,skincare_ct87875,4,5.0,4.854350333137933e-05,20,Daviena
skinlover_ct47678,skinlover_ct47678,5,5.0,0.0,120,Non-HCC
beautyaddict_ct30004,beautyaddict_ct30004,5,5.0,0.0,120,Non-HCC
skinbestie_ct9114,skinbestie_ct9114,7,4.875,8.321743428236456e-05,183,The Originote
glowhunter_ct4328,glowhunter_ct4328,6,4.821428571428571,0.0002662957897035666,20,Non-HCC
cantik_ip3572,cantik_ip3572,9,4.803571428571429,0.0005908437834047884,19,Non-HCC
cantiknyata_r3c06m00x8166,cantiknyata_r3c06m00x8166,5,4.553571428571429,0.0,99,The Originote
glowup_ct93477,glowup_ct93477,6,4.5,0.0,17,Mixed_3plus_Brands
glowingid_ct11995,glowingid_ct11995,6,4.5,0.0,17,Mixed_3plus_Brands
skincare_ct68797,skincare_ct68797,6,4.5,0.0,17,Mixed_3plus_Brands
beautyaddict_ct75025,beautyaddict_ct75025,6,4.5,0.0,17,Mixed_3plus_Brands
glowhunter_ct68859,glowhunter_ct68859,6,4.5,0.0,46,The Originote
kulitglowing_ct71939,kulitglowing_ct71939,6,4.5,0.0,46,The Originote
bestieku_ct63780,bestieku_ct63780,6,4.5,0.0,46,The Originote
racun_ct61657,racun_ct61657,6,4.5,0.0,17,Mixed_3plus_Brands
beautyvibe_ct9600,beautyvibe_ct9600,6,4.5,0.0,17,Mixed_3plus_Brands
skinclub_ct998,skinclub_ct998,6,4.5,0.0,46,The Originote
reviewjujur_ct84556,reviewjujur_ct84556,6,4.5,0.0,46,The Originote
racun_ct19392,racun_ct19392,6,4.5,0.0,46,The Originote
beautyvibe_ct18973,beautyvibe_ct18973,6,4.5,0.0,46,The Originote
racun_ct40815,racun_ct40815,3,4.5,0.0,45,Mixed_3plus_Brands
reviewjujur_ct43520,reviewjujur_ct43520,3,4.5,0.0,45,Mixed_3plus_Brands
beautyvibe_ct13413,beautyvibe_ct13413,3,4.5,0.0,45,Mixed_3plus_Brands
testireal_ct49360,testireal_ct49360,3,4.5,0.0,45,Mixed_3plus_Brands
glowingid_ct18883,glowingid_ct18883,4,4.375,0.0,87,Mixed_2_Brands
skintok_ct98906,skintok_ct98906,4,4.375,0.0,87,Mixed_2_Brands
skintok_ct36635,skintok_ct36635,4,4.375,0.0,87,Mixed_2_Brands
skinbestie_ct9146,skinbestie_ct9146,6,4.285714285714286,2.773914476078819e-05,182,Not identified
skinbestie_ct9276,skinbestie_ct9276,6,4.285714285714286,2.219131580863055e-05,15,The Originote
kulitsehat_ct7039,kulitsehat_ct7039,6,4.285714285714286,8.044351980628574e-05,20,Non-HCC
glowup_ct3239,glowup_ct3239,6,4.285714285714286,1.1095657904315275e-05,117,The Originote
skinclub_ct2318,skinclub_ct2318,6,4.285714285714286,3.0513059236867006e-05,2,Maryame
skincare_ct7727,skincare_ct7727,6,4.285714285714286,3.0513059236867006e-05,2,Maryame
dearskin_ct6747,dearskin_ct6747,6,4.285714285714286,2.4965230284709368e-05,50,Maryame
racun_ct1114,racun_ct1114,6,4.285714285714286,2.773914476078819e-05,50,Maryame
beautyaddict_ct7716,beautyaddict_ct7716,6,4.285714285714286,1.9417401332551733e-05,18,The Originote
skinclub_ip8754,skinclub_ip8754,7,4.25,0.0,150,Non-HCC
reviewpedas_r3c09m00x7495,reviewpedas_r3c09m00x7495,4,4.142857142857142,0.0,191,The Originote
testiaman_r3c02m00x9822,testiaman_r3c02m00x9822,4,4.142857142857142,0.0,205,The Originote
beautyfess_r3c05m00x6415,beautyfess_r3c05m00x6415,4,4.142857142857142,0.0,42,Daviena
cantik_ct9210,cantik_ct9210,4,4.125,0.00011373049351923157,17,Mixed_3plus_Brands
skinlover_ct4123,skinlover_ct4123,5,4.071428571428571,2.219131580863055e-05,49,Mixed_3plus_Brands
reviewjujur_ct9773,reviewjujur_ct9773,6,4.071428571428571,5.2704375045497556e-05,183,The Originote
skinlover_ip490,skinlover_ip490,6,4.035714285714286,0.00012205223694746802,103,Daviena
dearskin_ip2757,dearskin_ip2757,8,4.035714285714286,0.00012482615142354685,19,Non-HCC
glowdiary_r3c03m05x9471,glowdiary_r3c03m05x9471,5,4.035714285714286,0.0,114,Maryame
glowdiary_r3c03m01x2588,glowdiary_r3c03m01x2588,5,4.035714285714286,0.0,114,Maryame
glowcheck_r3c10m05x2485,glowcheck_r3c10m05x2485,5,4.035714285714286,0.0,113,Maryame
skinlover_ip9713,skinlover_ip9713,6,4.035714285714286,0.00012205223694746802,103,Daviena
glowcheck_r3c10m03x7520,glowcheck_r3c10m03x7520,5,4.035714285714286,0.0,113,Maryame
glowdiary_r3c03m02x1592,glowdiary_r3c03m02x1592,5,4.035714285714286,0.0,114,Maryame
glowcheck_r3c10m02x8990,glowcheck_r3c10m02x8990,5,4.035714285714286,0.0,113,Maryame
glowcheck_r3c10m01x2927,glowcheck_r3c10m01x2927,5,4.035714285714286,0.0,113,Maryame
kulitsehat_ip5592,kulitsehat_ip5592,6,4.035714285714286,0.00012205223694746802,103,Daviena
beautyvibe_ip8477,beautyvibe_ip8477,6,4.035714285714286,4.9930460569418735e-05,103,Daviena
glowdiary_r3c03m03x1823,glowdiary_r3c03m03x1823,5,4.035714285714286,0.0,114,Maryame
glowdiary_r3c03m04x6886,glowdiary_r3c03m04x6886,5,4.035714285714286,0.0,114,Maryame
glowcheck_r3c10m04x9521,glowcheck_r3c10m04x9521,5,4.035714285714286,0.0,113,Maryame
vidiaayuuu,vidiaayuuu,8,4.0,1.2060497722081822e-07,5,Non-HCC
glowingid_rp49842,glowingid_rp49842,5,3.875,0.0004951437339800691,120,Non-HCC
glowingid_rr70761,glowingid_rr70761,5,3.875,0.0004951437339800691,120,Non-HCC
skinlover_ct782,skinlover_ct782,5,3.803571428571429,1.6643486856472912e-05,183,The Originote
beauty_ct8829,beauty_ct8829,5,3.75,0.0,2,Maryame
beauty_ct7151,beauty_ct7151,5,3.75,0.0,2,Maryame
beautyaddict_ct4776,beautyaddict_ct4776,5,3.75,0.0,15,The Originote
beautyaddict_ct2062,beautyaddict_ct2062,5,3.75,0.0,15,The Originote
skinbestie_ct5848,skinbestie_ct5848,5,3.75,0.0,50,Maryame
beautyaddict_ct8242,beautyaddict_ct8242,5,3.75,0.0,2,Maryame
skincare_ct1100,skincare_ct1100,5,3.75,0.0,182,Not identified
skinclub_ct4422,skinclub_ct4422,5,3.75,0.0,50,Maryame
cantik_ct3314,cantik_ct3314,5,3.75,0.0,50,Maryame
beautyvibe_ct7323,beautyvibe_ct7323,5,3.75,0.0,50,Maryame
skinclub_ct9386,skinclub_ct9386,5,3.75,0.0,18,The Originote
skinclub_ct7577,skinclub_ct7577,5,3.75,0.0,20,Non-HCC
glowup_ct2135,glowup_ct2135,5,3.75,0.0,18,The Originote
kulitsehat_ct1117,kulitsehat_ct1117,5,3.75,0.0,20,Non-HCC
kulitglowing_ct6396,kulitglowing_ct6396,5,3.75,0.0,18,The Originote
cantik_ct6290,cantik_ct6290,5,3.75,0.0,20,Non-HCC
racun_ct8621,racun_ct8621,5,3.75,0.0,15,The Originote
racun_ct2295,racun_ct2295,5,3.75,0.0,15,The Originote
skinclub_ct7669,skinclub_ct7669,5,3.75,0.0,18,The Originote
glowhunter_ct4367,glowhunter_ct4367,5,3.75,0.0,18,The Originote
beautyvibe_ct2527,beautyvibe_ct2527,5,3.75,0.0,2,Maryame
skinclub_ct3535,skinclub_ct3535,5,3.75,0.0,117,The Originote
kulitglowing_ct595,kulitglowing_ct595,5,3.75,0.0,117,The Originote
racun_ct2554,racun_ct2554,5,3.75,0.0,182,Not identified
glowup_ct6488,glowup_ct6488,5,3.75,0.0,117,The Originote
glowhunter_ct152,glowhunter_ct152,5,3.75,0.0,117,The Originote
racun_ct5875,racun_ct5875,5,3.75,0.0,182,Not identified
racun_ct2082,racun_ct2082,5,3.75,0.0,117,The Originote
reviewjujur_ct5021,reviewjujur_ct5021,5,3.75,0.0,182,Not identified
beautyvibe_ct8584,beautyvibe_ct8584,5,3.75,0.0,20,Non-HCC
kulitsehat_ct8443,kulitsehat_ct8443,5,3.75,0.0,15,The Originote
reviewjujur_ct8615,reviewjujur_ct8615,5,3.75,0.0,182,Not identified
skincare_ip9454,skincare_ip9454,7,3.571428571428571,0.00016920878304080793,103,Non-HCC
dearskin_ip1425,dearskin_ip1425,7,3.5357142857142856,3.0513059236867006e-05,102,Non-HCC
kulitsehat_ip4910,kulitsehat_ip4910,7,3.5357142857142856,3.0513059236867006e-05,102,Non-HCC
beautyvibe_ct6553,beautyvibe_ct6553,5,3.5357142857142856,2.4965230284709368e-05,49,Mixed_3plus_Brands
beautyaddict_ip154,beautyaddict_ip154,7,3.5,0.0,19,Non-HCC
beautyvibe_ip9164,beautyvibe_ip9164,7,3.5,0.0,19,Non-HCC
cantik_ip1685,cantik_ip1685,7,3.5,0.0,19,Non-HCC
skincare_ip6366,skincare_ip6366,5,3.5,0.0,103,Daviena
kulitsehat_ip9568,kulitsehat_ip9568,7,3.5,0.0,19,Non-HCC
glowhunter_ip3950,glowhunter_ip3950,7,3.5,0.0,19,Non-HCC
racun_ip5937,racun_ip5937,7,3.5,0.0,19,Non-HCC
beautyaddict_ct95316,beautyaddict_ct95316,2,3.5,0.0,1,Mixed_3plus_Brands
glowingid_ct92516,glowingid_ct92516,2,3.5,0.0,1,Mixed_3plus_Brands
beauty_ct61338,beauty_ct61338,2,3.5,0.0,1,Mixed_3plus_Brands
cantiknyata_r3c06m04x5441,cantiknyata_r3c06m04x5441,5,3.4107142857142856,0.0,99,The Originote
cantiknyata_r3c06m01x3833,cantiknyata_r3c06m01x3833,5,3.4107142857142856,0.0,99,The Originote
cantiknyata_r3c06m02x7276,cantiknyata_r3c06m02x7276,5,3.4107142857142856,0.0,99,The Originote
cantiknyata_r3c06m03x7677,cantiknyata_r3c06m03x7677,5,3.4107142857142856,0.0,99,The Originote
cantiknyata_r3c06m05x2517,cantiknyata_r3c06m05x2517,5,3.4107142857142856,0.0,99,The Originote
reviewpedas_r3c09m02x6779,reviewpedas_r3c09m02x6779,4,3.2857142857142856,0.0,191,The Originote
reviewpedas_r3c09m01x4727,reviewpedas_r3c09m01x4727,4,3.2857142857142856,0.0,191,The Originote
reviewpedas_r3c09m04x5100,reviewpedas_r3c09m04x5100,4,3.2857142857142856,0.0,191,The Originote
reviewpedas_r3c09m03x3704,reviewpedas_r3c09m03x3704,4,3.2857142857142856,0.0,191,The Originote
beautyfess_r3c05m01x4347,beautyfess_r3c05m01x4347,4,3.2857142857142856,0.0,42,Daviena
beautyfess_r3c05m04x3629,beautyfess_r3c05m04x3629,4,3.2857142857142856,0.0,42,Daviena
testiaman_r3c02m03x8993,testiaman_r3c02m03x8993,4,3.2857142857142856,0.0,205,The Originote
beautyfess_r3c05m02x6049,beautyfess_r3c05m02x6049,4,3.2857142857142856,0.0,42,Daviena
testiaman_r3c02m01x8585,testiaman_r3c02m01x8585,4,3.2857142857142856,0.0,205,The Originote
testiaman_r3c02m02x2716,testiaman_r3c02m02x2716,4,3.2857142857142856,0.0,205,The Originote
testiaman_r3c02m04x8847,testiaman_r3c02m04x8847,4,3.2857142857142856,0.0,205,The Originote
beautyfess_r3c05m03x8357,beautyfess_r3c05m03x8357,4,3.2857142857142856,0.0,42,Daviena
bestieku_rr99428,bestieku_rr99428,4,3.2142857142857144,0.0,87,Mixed_2_Brands
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,4,3.142857142857143,0.0,206,Maryame
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,4,3.142857142857143,0.0,181,Daviena
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,4,3.142857142857143,0.0,168,Daviena
nindyasari_,nindyasari_,6,3.017857142857143,0.004796098129140278,150,Non-HCC
racun_ip9078,racun_ip9078,6,3.0,0.0,102,Non-HCC
skincare_ip6218,skincare_ip6218,6,3.0,0.0,102,Non-HCC
skincare_ip8128,skincare_ip8128,6,3.0,0.0,102,Non-HCC
skinclub_ip4635,skinclub_ip4635,6,3.0,0.0,102,Non-HCC
glowhunter_ct64974,glowhunter_ct64974,4,3.0,0.0,3,Mixed_2_Brands
glowingid_ct74353,glowingid_ct74353,4,3.0,0.0,3,Mixed_2_Brands
beauty_ct89266,beauty_ct89266,4,3.0,0.0,3,Mixed_2_Brands
cantik_ct99107,cantik_ct99107,4,3.0,0.0,3,Mixed_2_Brands
cantik_ip3527,cantik_ip3527,6,3.0,0.0,4,Non-HCC
glowhunter_ip5229,glowhunter_ip5229,6,3.0,0.0,4,Non-HCC
kulitglowing_ip8678,kulitglowing_ip8678,6,3.0,0.0,4,Non-HCC
skinlover_ct27853,skinlover_ct27853,4,3.0,0.0,3,Mixed_2_Brands
beauty_ip2148,beauty_ip2148,6,3.0,0.0,4,Non-HCC
beauty_ip4789,beauty_ip4789,6,3.0,0.0,4,Non-HCC
beautyaddict_ip168,beautyaddict_ip168,6,3.0,0.0,4,Non-HCC
beautyvibe_ip9536,beautyvibe_ip9536,6,3.0,0.0,4,Non-HCC
reviewjujur_ct9366,reviewjujur_ct9366,4,3.0,0.0,183,The Originote
racun_ct7880,racun_ct7880,4,3.0,0.0,183,The Originote
skinbestie_ip5533,skinbestie_ip5533,6,3.0,0.0,102,Non-HCC
beautyaddict_ct2423,beautyaddict_ct2423,4,3.0,0.0,16,Daviena
dearskin_ct1358,dearskin_ct1358,4,3.0,0.0,16,Daviena
glowup_ct3809,glowup_ct3809,4,3.0,0.0,16,Daviena
reviewjujur_ct6118,reviewjujur_ct6118,4,3.0,0.0,16,Daviena
skintok_ct53509,skintok_ct53509,3,3.0,0.0,75,Mixed_2_Brands
testireal_ct35011,testireal_ct35011,3,3.0,0.0,75,Mixed_2_Brands
bestieku_ct74574,bestieku_ct74574,3,3.0,0.0,75,Mixed_2_Brands
skincare_ct78893,skincare_ct78893,3,3.0,0.0,75,Mixed_2_Brands
skinlover_ct8756,skinlover_ct8756,4,3.0,0.0,16,Daviena
cantik_ct3821,cantik_ct3821,4,3.0,0.0,49,Mixed_3plus_Brands
dearskin_ct1243,dearskin_ct1243,4,3.0,0.0,49,Mixed_3plus_Brands
skincare_ct8136,skincare_ct8136,4,3.0,0.0,49,Mixed_3plus_Brands
glowhunter_rp10498,glowhunter_rp10498,3,2.875,1.3869572380394094e-06,120,Non-HCC
glowhunter_rr20059,glowhunter_rr20059,3,2.875,2.7739144760788188e-06,93,Non-HCC
racun_rp24880,racun_rp24880,3,2.875,2.7739144760788188e-06,93,Non-HCC
skinlover_ct7606,skinlover_ct7606,4,2.7857142857142856,1.6643486856472912e-05,90,Mixed_3plus_Brands
reviewjujur_ct7045,reviewjujur_ct7045,4,2.7857142857142856,4.715654609333992e-05,17,Mixed_3plus_Brands
produkjujur_r3c00m00x5907,produkjujur_r3c00m00x5907,3,2.732142857142857,0.0,180,Azarine
kulitglowing_rr22275,kulitglowing_rr22275,3,2.732142857142857,2.7739144760788188e-06,93,Non-HCC
skinreview_r3c04m00x5770,skinreview_r3c04m00x5770,3,2.732142857142857,0.0,204,Azarine
cantik_rp39846,cantik_rp39846,3,2.732142857142857,2.7739144760788188e-06,93,Non-HCC
racun_rp28130,racun_rp28130,3,2.607142857142857,1.3869572380394094e-06,120,Non-HCC
skinbestie_rr98803,skinbestie_rr98803,3,2.607142857142857,1.3869572380394094e-06,120,Non-HCC
racun_rr28461,racun_rr28461,2,2.5357142857142856,2.7739144760788188e-06,134,Daviena
glowup_ct9909,glowup_ct9909,3,2.5,2.219131580863055e-05,142,Non-HCC
reviewjujur_ip7022,reviewjujur_ip7022,5,2.5,0.0,103,Non-HCC
skincare_ip8433,skincare_ip8433,5,2.5,0.0,103,Non-HCC
kulitglowing_ip8766,kulitglowing_ip8766,5,2.5,0.0,103,Non-HCC
dearskin_ip1875,dearskin_ip1875,5,2.5,0.0,103,Non-HCC
cantik_ct95823,cantik_ct95823,2,2.5,0.0,14,Mixed_3plus_Brands
skinclub_ct6649,skinclub_ct6649,2,2.5,0.0,14,Mixed_3plus_Brands
beautyaddict_ct10959,beautyaddict_ct10959,2,2.5,0.0,14,Mixed_3plus_Brands
ulasankilat_r3c07m04x5222,ulasankilat_r3c07m04x5222,4,2.2857142857142856,0.0,206,Maryame
ulasankilat_r3c07m03x2101,ulasankilat_r3c07m03x2101,4,2.2857142857142856,0.0,206,Maryame
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m02x4325,4,2.2857142857142856,0.0,206,Maryame
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m01x9795,4,2.2857142857142856,0.0,206,Maryame
kulitkece_r3c01m04x8079,kulitkece_r3c01m04x8079,4,2.2857142857142856,0.0,168,Daviena
kulitkece_r3c01m03x9803,kulitkece_r3c01m03x9803,4,2.2857142857142856,0.0,168,Daviena
kulitkece_r3c01m02x7223,kulitkece_r3c01m02x7223,4,2.2857142857142856,0.0,168,Daviena
kulitkece_r3c01m01x2583,kulitkece_r3c01m01x2583,4,2.2857142857142856,0.0,168,Daviena
racikcantik_r3c08m04x3650,racikcantik_r3c08m04x3650,4,2.2857142857142856,0.0,181,Daviena
racikcantik_r3c08m01x2011,racikcantik_r3c08m01x2011,4,2.2857142857142856,0.0,181,Daviena
racikcantik_r3c08m02x8325,racikcantik_r3c08m02x8325,4,2.2857142857142856,0.0,181,Daviena
racikcantik_r3c08m03x4529,racikcantik_r3c08m03x4529,4,2.2857142857142856,0.0,181,Daviena
reviewjujur_ct33360,reviewjujur_ct33360,3,2.25,0.0,132,Mixed_3plus_Brands
glowup_ct8724,glowup_ct8724,3,2.25,0.0,132,Mixed_3plus_Brands
glowingid_ct69471,glowingid_ct69471,3,2.25,0.0,132,Mixed_3plus_Brands
cantik_ct6414,cantik_ct6414,3,2.25,0.0,90,Mixed_3plus_Brands
racun_ct5624,racun_ct5624,3,2.25,0.0,90,Mixed_3plus_Brands
kulitglowing_ct4137,kulitglowing_ct4137,3,2.25,0.0,90,Mixed_3plus_Brands
beautyvibe_ct5449,beautyvibe_ct5449,3,2.25,0.0,17,Mixed_3plus_Brands
skincare_ct1453,skincare_ct1453,3,2.25,0.0,17,Mixed_3plus_Brands
reviewjujur_ct9800,reviewjujur_ct9800,3,2.25,0.0,132,Mixed_3plus_Brands
glowhunter_rp15009,glowhunter_rp15009,2,2.232142857142857,0.0,63,Non-HCC
beautyvibe_rr22540,beautyvibe_rr22540,2,2.232142857142857,0.0,63,Non-HCC
produkjujur_r3c00m03x5660,produkjujur_r3c00m03x5660,3,2.1607142857142856,0.0,180,Azarine
skinreview_r3c04m03x3054,skinreview_r3c04m03x3054,3,2.1607142857142856,0.0,204,Azarine
skinreview_r3c04m02x8520,skinreview_r3c04m02x8520,3,2.1607142857142856,0.0,204,Azarine
produkjujur_r3c00m02x8296,produkjujur_r3c00m02x8296,3,2.1607142857142856,0.0,180,Azarine
skinreview_r3c04m01x7927,skinreview_r3c04m01x7927,3,2.1607142857142856,0.0,204,Azarine
produkjujur_r3c00m01x6024,produkjujur_r3c00m01x6024,3,2.1607142857142856,0.0,180,Azarine
skinbestie_rr21563,skinbestie_rr21563,3,2.071428571428571,3.3286973712945824e-05,20,Non-HCC
