source,target,co_conv_weight,co_reply_weight,co_temporal_weight,norm_co_conv,norm_co_reply,norm_co_temporal,final_weight,n_evidence,co_hashtag
beauty_ip4789,cantik_ip3527,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beauty_ip4789,glowhunter_ip5229,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beauty_ip4789,kulitglowing_ip8678,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beauty_ip5786,beautyaddict_ip9987,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_ip5786,cantik_ip9223,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_ip5786,glowhunter_ip9119,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,kulitglowing_ip3422,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_ip5786,kulitglowing_ip4767,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,kulitglowing_ip9832,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,kulitglowing_ip986,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_ip5786,racun_rr169,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,4
beauty_ip5786,reviewjujur_ip2228,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,reviewjujur_ip3756,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_ip5786,skinbestie_ip1027,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,skinbestie_ip5720,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_ip5786,skincare_ip7443,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,skinclub_ip8942,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,skinlover_ip4667,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beauty_ip5786,skinlover_ip9681,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beauty_rp24000,skintok_rr86588,3,3.0,1.0,0.375,0.42857142857142855,0.125,0.9285714285714286,3,11
beauty_rp36237,glowingid_rr60530,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,2
beauty_rp48748,cantik_rr27695,3,3.0,0.0,0.375,0.42857142857142855,0.0,0.8035714285714286,2,9
beauty_rp61025,racun_ip3473,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,13
beauty_rp78167,testireal_rr26086,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8
beauty_rp84557,glowhunter_rr76414,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,10
beauty_rr1455,glowhunter_ip7849,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beauty_rr2174,dearskin_rp98403,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,15
beauty_rr27100,glowup_rp98113,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,11
beauty_rr332,glowup_ct3239,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7
beauty_rr479,reviewjujur_ct9773,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,3
beauty_rr9979,kulitglowing_ip334,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7
beautyaddict_cp3230,glowup_rr6866,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8
beautyaddict_ct10959,cantik_ct95823,5,0.0,5.0,0.625,0.0,0.625,1.25,2,16
beautyaddict_ct10959,skinclub_ct6649,5,0.0,5.0,0.625,0.0,0.625,1.25,2,16
beautyaddict_ct2062,beautyaddict_ct4776,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct2062,kulitsehat_ct8443,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct2062,racun_ct2295,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct2062,racun_ct8621,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct2062,skinbestie_ct9276,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct2423,dearskin_ct1358,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9
beautyaddict_ct2423,glowup_ct3809,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9
beautyaddict_ct2423,reviewjujur_ct6118,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9
beautyaddict_ct2423,skinlover_ct8756,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9
beautyaddict_ct30004,bestieku_ct66053,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11
beautyaddict_ct30004,glowup_ct95695,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11
beautyaddict_ct30004,kulitcerah_ct74535,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11
beautyaddict_ct30004,skinlover_ct47678,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11
beautyaddict_ct30004,skintok_ct62066,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11
beautyaddict_ct4776,kulitsehat_ct8443,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct4776,racun_ct2295,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct4776,racun_ct8621,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct4776,skinbestie_ct9276,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4
beautyaddict_ct75025,beautyvibe_ct9600,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyaddict_ct75025,glowingid_ct11995,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyaddict_ct75025,glowup_ct93477,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyaddict_ct75025,kulitglowing_ct49929,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyaddict_ct75025,racun_ct61657,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyaddict_ct75025,skincare_ct68797,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyaddict_ct7716,glowhunter_ct4367,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct7716,glowhunter_rr5036,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,5
beautyaddict_ct7716,glowup_ct2135,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct7716,kulitglowing_ct6396,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct7716,skinclub_ct7669,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct7716,skinclub_ct9386,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct8242,beautyvibe_ct2527,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct8242,skincare_ct7727,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct8242,skinclub_ct2318,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyaddict_ct95316,glowingid_ct92516,7,0.0,7.0,0.875,0.0,0.875,1.75,2,31
beautyaddict_ct95803,racun_ct45713,5,0.0,5.0,0.625,0.0,0.625,1.25,2,14
beautyaddict_ct95803,skinlover_ct30407,5,0.0,5.0,0.625,0.0,0.625,1.25,2,14
beautyaddict_ct95803,skintok_ct75378,5,0.0,5.0,0.625,0.0,0.625,1.25,2,14
beautyaddict_ip154,beautyvibe_ip9164,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip154,cantik_ip1685,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip154,cantik_ip3572,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip154,dearskin_ip2757,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip154,glowhunter_ip3950,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip154,kulitsehat_ip9568,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip154,racun_ip5937,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21
beautyaddict_ip168,beautyvibe_ip9536,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beautyaddict_ip168,cantik_ip3527,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beautyaddict_ip168,glowhunter_ip5229,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beautyaddict_ip168,kulitglowing_ip8678,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10
beautyaddict_ip1981,beautyvibe_ip2744,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip1981,beautyvibe_ip9378,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip1981,glowhunter_ip8989,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip1981,reviewjujur_ip1013,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip1981,reviewjujur_ip4671,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip1981,skinbestie_ip2505,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip1981,skincare_ip797,6,0.0,0.0,0.75,0.0,0.0,0.75,1,8
beautyaddict_ip3716,skinclub_rr19553,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_ip4314,beautyvibe_rr8145,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_ip4314,racun_rr1435,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_ip4591,skincare_rr474,2,2.0,1.0,0.25,0.2857142857142857,0.125,0.6607142857142857,3,6
beautyaddict_ip9987,cantik_ip9223,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beautyaddict_ip9987,glowhunter_ip9119,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,kulitglowing_ip3422,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beautyaddict_ip9987,kulitglowing_ip4767,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,kulitglowing_ip9832,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,kulitglowing_ip986,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beautyaddict_ip9987,reviewjujur_ip2228,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,reviewjujur_ip3756,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beautyaddict_ip9987,skinbestie_ip1027,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,skinbestie_ip5720,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beautyaddict_ip9987,skincare_ip7443,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,skinclub_ip8942,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,skinlover_ip4667,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyaddict_ip9987,skinlover_ip9681,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15
beautyaddict_rp16473,reviewjujur_rr15618,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8
beautyaddict_rp28009,skinbestie_rr6020,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,13
beautyaddict_rp37103,glowhunter_ip1754,5,5.0,1.0,0.625,0.7142857142857143,0.125,1.4642857142857144,3,18
beautyaddict_rp67093,skinclub_rr9632,3,3.0,0.0,0.375,0.42857142857142855,0.0,0.8035714285714286,2,9
beautyaddict_rp79642,beautyaddict_rr30107,7,7.0,0.0,0.875,1.0,0.0,1.875,2,28
beautyaddict_rp845,glowingid_rr35592,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,4
beautyaddict_rp9814,kulitcerah_rr62532,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_rr12167,cantik_rp19430,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,5
beautyaddict_rr2582,skinbestie_ct9146,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,2
beautyaddict_rr268,skinclub_ip7001,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_rr3527,skinclub_rp6181,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,15
beautyaddict_rr3774,skinlover_ip9713,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_rr41856,glowhunter_cp9145,3,3.0,0.0,0.375,0.42857142857142855,0.0,0.8035714285714286,2,12
beautyaddict_rr41856,kulitsehat_rp54793,3,3.0,0.0,0.375,0.42857142857142855,0.0,0.8035714285714286,2,8
beautyaddict_rr42909,skinbestie_ct9114,3,3.0,0.0,0.375,0.42857142857142855,0.0,0.8035714285714286,2,3
beautyaddict_rr42909,skinclub_rr29031,3,0.0,1.0,0.375,0.0,0.125,0.5,2,3
beautyaddict_rr5374,cantik_cp1861,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7
beautyaddict_rr5865,skinclub_cp2346,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,11
beautyaddict_rr63743,reviewjujur_rp74582,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,29
beautyaddict_rr6598,kulitglowing_cp4826,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8
beautyaddict_rr68609,glowingid_rp52733,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,20
beautyaddict_rr68609,kulitglowing_rp62023,3,3.0,1.0,0.375,0.42857142857142855,0.125,0.9285714285714286,3,7
beautyaddict_rr8365,reviewjujur_ct7045,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6
beautyaddict_rr8907,cantik_ct424,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7
beautyaddict_rr98570,skinbestie_rp43200,6,6.0,0.0,0.75,0.8571428571428571,0.0,1.6071428571428572,2,19
beautyfess_r3c05m00x6415,beautyfess_r3c05m01x4347,3,2.0,3.0,0.375,0.2857142857142857,0.375,1.0357142857142856,3,13
beautyfess_r3c05m00x6415,beautyfess_r3c05m02x6049,3,2.0,3.0,0.375,0.2857142857142857,0.375,1.0357142857142856,3,13
beautyfess_r3c05m00x6415,beautyfess_r3c05m03x8357,3,2.0,3.0,0.375,0.2857142857142857,0.375,1.0357142857142856,3,13
beautyfess_r3c05m00x6415,beautyfess_r3c05m04x3629,3,2.0,3.0,0.375,0.2857142857142857,0.375,1.0357142857142856,3,13
beautyfess_r3c05m01x4347,beautyfess_r3c05m02x6049,3,0.0,3.0,0.375,0.0,0.375,0.75,2,13
beautyfess_r3c05m01x4347,beautyfess_r3c05m03x8357,3,0.0,3.0,0.375,0.0,0.375,0.75,2,13
beautyfess_r3c05m01x4347,beautyfess_r3c05m04x3629,3,0.0,3.0,0.375,0.0,0.375,0.75,2,13
beautyfess_r3c05m02x6049,beautyfess_r3c05m03x8357,3,0.0,3.0,0.375,0.0,0.375,0.75,2,13
beautyfess_r3c05m02x6049,beautyfess_r3c05m04x3629,3,0.0,3.0,0.375,0.0,0.375,0.75,2,13
beautyfess_r3c05m03x8357,beautyfess_r3c05m04x3629,3,0.0,3.0,0.375,0.0,0.375,0.75,2,13
beautyvibe_cp1188,dearskin_rr5623,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,19
beautyvibe_cp1188,glowhunter_rr6648,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,19
beautyvibe_cp4923,kulitglowing_rp9967,3,3.0,0.0,0.375,0.42857142857142855,0.0,0.8035714285714286,2,24
beautyvibe_ct13413,racun_ct40815,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct13413,reviewjujur_ct43520,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct13413,testireal_ct49360,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct18973,bestieku_ct63780,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct18973,glowhunter_ct68859,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct18973,kulitglowing_ct71939,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct18973,racun_ct19392,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct18973,reviewjujur_ct84556,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct18973,skinclub_ct998,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct2527,skincare_ct7727,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyvibe_ct2527,skinclub_ct2318,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6
beautyvibe_ct3233,kulitsehat_rr9831,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,4
beautyvibe_ct53672,bestieku_ct63653,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct53672,glowhunter_ct43630,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct53672,kulitcerah_ct92565,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct53672,testireal_ct48546,6,0.0,6.0,0.75,0.0,0.75,1.5,2,21
beautyvibe_ct5449,cantik_ct9210,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct5449,reviewjujur_ct7045,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct5449,skincare_ct1453,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct6553,cantik_ct3821,3,0.0,3.0,0.375,0.0,0.375,0.75,2,21
beautyvibe_ct6553,dearskin_ct1243,3,0.0,3.0,0.375,0.0,0.375,0.75,2,21
beautyvibe_ct6553,skinbestie_rr3271,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,19
beautyvibe_ct6553,skincare_ct8136,3,0.0,3.0,0.375,0.0,0.375,0.75,2,21
beautyvibe_ct6553,skinlover_ct4123,3,0.0,3.0,0.375,0.0,0.375,0.75,2,21
beautyvibe_ct7323,cantik_ct3314,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct7323,dearskin_ct6747,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct7323,racun_ct1114,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct7323,skinbestie_ct5848,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct7323,skinclub_ct4422,3,0.0,3.0,0.375,0.0,0.375,0.75,2,10
beautyvibe_ct7327,dearskin_rr7926,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7
beautyvibe_ct78952,glowingid_rr16545,7,7.0,0.0,0.875,1.0,0.0,1.875,2,23
beautyvibe_ct78952,kulitcerah_ct29113,8,0.0,8.0,1.0,0.0,1.0,2.0,2,33
beautyvibe_ct78952,reviewjujur_ct39243,8,0.0,8.0,1.0,0.0,1.0,2.0,2,33
beautyvibe_ct78952,reviewjujur_ct55350,8,0.0,8.0,1.0,0.0,1.0,2.0,2,33
beautyvibe_ct78952,reviewjujur_ct97003,8,0.0,8.0,1.0,0.0,1.0,2.0,2,33
beautyvibe_ct8584,cantik_ct6290,3,0.0,3.0,0.375,0.0,0.375,0.75,2,11
beautyvibe_ct8584,glowhunter_ct4328,3,0.0,3.0,0.375,0.0,0.375,0.75,2,11
beautyvibe_ct8584,kulitsehat_ct1117,3,0.0,3.0,0.375,0.0,0.375,0.75,2,11
beautyvibe_ct8584,kulitsehat_ct7039,3,0.0,3.0,0.375,0.0,0.375,0.75,2,11
beautyvibe_ct8584,skinclub_ct7577,3,0.0,3.0,0.375,0.0,0.375,0.75,2,11
beautyvibe_ct9600,glowingid_ct11995,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyvibe_ct9600,glowup_ct93477,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyvibe_ct9600,kulitglowing_ct49929,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyvibe_ct9600,racun_ct61657,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyvibe_ct9600,skincare_ct68797,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7
beautyvibe_ip1727,beautyvibe_ip3082,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19
beautyvibe_ip1727,cantik_ip3598,5,0.0,0.0,0.625,0.0,0.0,0.625,1,13
beautyvibe_ip1727,glowhunter_ip6597,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19
beautyvibe_ip1727,glowhunter_ip7986,5,0.0,0.0,0.625,0.0,0.0,0.625,1,13
beautyvibe_ip1727,glowhunter_ip9119,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,glowup_ip5653,5,0.0,0.0,0.625,0.0,0.0,0.625,1,13
beautyvibe_ip1727,kulitglowing_ip4767,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,kulitglowing_ip8606,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyvibe_ip1727,kulitglowing_ip9395,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19
beautyvibe_ip1727,kulitglowing_ip9832,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,racun_ip2718,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyvibe_ip1727,racun_ip3473,5,0.0,0.0,0.625,0.0,0.0,0.625,1,14
beautyvibe_ip1727,racun_ip4816,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyvibe_ip1727,racun_ip6205,5,0.0,0.0,0.625,0.0,0.0,0.625,1,13
beautyvibe_ip1727,reviewjujur_ip204,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19
beautyvibe_ip1727,reviewjujur_ip2228,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,reviewjujur_ip6999,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19
beautyvibe_ip1727,reviewjujur_ip9901,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyvibe_ip1727,skinbestie_ip1027,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,skinbestie_ip5105,5,0.0,0.0,0.625,0.0,0.0,0.625,1,13
beautyvibe_ip1727,skinbestie_ip7689,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8
beautyvibe_ip1727,skincare_ip7443,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,skinclub_ip4711,5,0.0,0.0,0.625,0.0,0.0,0.625,1,13
beautyvibe_ip1727,skinclub_ip8942,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,skinlover_ip4667,4,0.0,0.0,0.5,0.0,0.0,0.5,1,12
beautyvibe_ip1727,skinlover_ip8042,8,0.0,0.0,1.0,0.0,0.0,1.0,1,19
