hcc_id,community_size,primary_brand,brand_label_auto,goal_orientation,dominant_sentiment,positive_ratio,neutral_ratio,negative_ratio,narrative_similarity_level,dominant_weekday,dominant_weekday_share,dominant_daypart,peak_hour,weekday_concentration_score,n_active_weeks,dominant_weekday_week_coverage,temporal_profile_reliability,interpretation_safe
34,3,Daviena,Daviena,Mixed Goals,Neutral,0.25,0.5,0.25,Low,Kamis,0.6666666666666666,Malam,13,0.5541606949824278,5,0.6,Descriptively sufficient,"HCC 34 memiliki aktivitas komentar HCC tertinggi pada hari Kamis dengan proporsi 66.7% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 3 dari 5 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
42,5,Daviena,Daviena,Promotional / Supportive,Positive,1.0,0.0,0.0,Medium,Sabtu,0.6086956521739131,Siang,11,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient,"HCC 42 memiliki aktivitas komentar HCC tertinggi pada hari Sabtu dengan proporsi 60.9% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 3 minggu aktif dan paling sering muncul pada siang. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
45,4,Maryame,Mixed_3plus_Brands,Neutral Engagement,Neutral,0.2916666666666667,0.625,0.0833333333333333,Low,Sabtu,0.3333333333333333,Pagi,5,0.1979535078744057,6,0.3333333333333333,Descriptively sufficient,"HCC 45 memiliki aktivitas komentar HCC tertinggi pada hari Sabtu dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 6 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
46,7,The Originote,The Originote,Neutral Engagement,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Low,Selasa,0.3333333333333333,Siang,11,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient,"HCC 46 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada siang. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
48,5,The Originote,Mixed_3plus_Brands,Mixed Goals,Mixed,0.3666666666666666,0.3666666666666666,0.2666666666666666,Low,Jumat,0.3333333333333333,Siang,12,0.31668923691041295,6,0.3333333333333333,Descriptively sufficient,"HCC 48 memiliki aktivitas komentar HCC tertinggi pada hari Jumat dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 6 minggu aktif dan paling sering muncul pada siang. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
49,6,Daviena,Mixed_3plus_Brands,Neutral Engagement,Neutral,0.25,0.6,0.15,Low,Jumat,0.6,Pagi,5,0.5385471804580966,4,0.5,Descriptively sufficient,"HCC 49 memiliki aktivitas komentar HCC tertinggi pada hari Jumat dengan proporsi 60.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 4 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
50,6,Maryame,Maryame,Mixed Goals,Neutral,0.3333333333333333,0.5,0.1666666666666666,Low,Selasa,0.3333333333333333,Pagi,6,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient,"HCC 50 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
52,5,Daviena,Daviena,Mixed Goals,Neutral,0.35,0.45,0.2,Low,Senin,0.25,Malam,19,0.19853382900695005,8,0.25,Descriptively sufficient,"HCC 52 memiliki aktivitas komentar HCC tertinggi pada hari Senin dengan proporsi 25.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 8 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
54,11,Azarine,Azarine,Mixed Goals,Neutral,0.2297297297297297,0.5540540540540541,0.2162162162162162,Low,Selasa,0.22972972972972974,Malam,23,0.029443655079156583,37,0.2702702702702703,Descriptively sufficient,"HCC 54 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 23.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 10 dari 37 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
60,3,Daviena,Daviena,Mixed Goals,Mixed,0.3636363636363636,0.3636363636363636,0.2727272727272727,Low,Kamis,0.7272727272727273,Dini Hari,10,0.69887992074659,4,0.75,Descriptively sufficient,"HCC 60 memiliki aktivitas komentar HCC tertinggi pada hari Kamis dengan proporsi 72.7% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 3 dari 4 minggu aktif dan paling sering muncul pada dini hari. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
63,3,Maryame,Mixed_3plus_Brands,Mixed Goals,Neutral,0.3181818181818182,0.5,0.1818181818181818,Low,Kamis,0.2727272727272727,Malam,20,0.1420575011904791,11,0.2727272727272727,Descriptively sufficient,"HCC 63 memiliki aktivitas komentar HCC tertinggi pada hari Kamis dengan proporsi 27.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 3 dari 11 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
74,3,Daviena,Daviena,Mixed Goals,Neutral,0.25,0.5,0.25,Low,Selasa,0.25,Siang,9,0.28758562578395563,4,0.25,Descriptively sufficient,"HCC 74 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 25.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 4 minggu aktif dan paling sering muncul pada siang. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
75,4,Daviena,Mixed_2_Brands,Mixed Goals,Neutral,0.375,0.5,0.125,Low,Rabu,0.5,Malam,20,0.4656892193379668,4,0.5,Descriptively sufficient,"HCC 75 memiliki aktivitas komentar HCC tertinggi pada hari Rabu dengan proporsi 50.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 4 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
87,5,Daviena,Mixed_2_Brands,Mixed Goals,Mixed,0.4,0.48,0.12,Low,Selasa,0.24,Sore,16,0.1770515674676688,5,0.4,Descriptively sufficient,"HCC 87 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 24.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 5 minggu aktif dan paling sering muncul pada sore. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
90,4,Azarine,Mixed_3plus_Brands,Neutral Engagement,Neutral,0.0833333333333333,0.8333333333333334,0.0833333333333333,Low,Selasa,0.3333333333333333,Malam,15,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient,"HCC 90 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
99,6,The Originote,The Originote,Promotional / Supportive,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Medium,Senin,0.5,Pagi,10,0.6437928128919779,2,0.5,Limited recurrence,"HCC 99 memiliki aktivitas komentar HCC tertinggi pada hari Senin dengan proporsi 50.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 2 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
103,5,Daviena,Daviena,Neutral Engagement,Neutral,0.1333333333333333,0.7333333333333333,0.1333333333333333,Low,Minggu,0.2,Pagi,17,0.02502371783862578,21,0.2857142857142857,Descriptively sufficient,"HCC 103 memiliki aktivitas komentar HCC tertinggi pada hari Minggu dengan proporsi 20.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 6 dari 21 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
113,6,Maryame,Maryame,Promotional / Supportive,Positive,1.0,0.0,0.0,Medium,Selasa,0.39285714285714285,Sore,16,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient,"HCC 113 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 39.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada sore. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
114,6,Maryame,Maryame,Promotional / Supportive,Positive,0.9285714285714286,0.0714285714285714,0.0,Medium,Jumat,0.39285714285714285,Pagi,6,0.45311170635721176,3,0.3333333333333333,Descriptively sufficient,"HCC 114 memiliki aktivitas komentar HCC tertinggi pada hari Jumat dengan proporsi 39.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
117,6,The Originote,The Originote,Neutral Engagement,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Low,Rabu,0.3333333333333333,Siang,13,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient,"HCC 117 memiliki aktivitas komentar HCC tertinggi pada hari Rabu dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada siang. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
132,4,Azarine,Mixed_3plus_Brands,Mixed Goals,Neutral,0.1666666666666666,0.5833333333333334,0.25,Low,Selasa,0.3333333333333333,Pagi,8,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient,"HCC 132 memiliki aktivitas komentar HCC tertinggi pada hari Selasa dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
134,3,Daviena,Daviena,Mixed Goals,Neutral,0.3333333333333333,0.5333333333333333,0.1333333333333333,Low,Rabu,0.2,Siang,20,0.08956538587486074,6,0.16666666666666666,Descriptively sufficient,"HCC 134 memiliki aktivitas komentar HCC tertinggi pada hari Rabu dengan proporsi 20.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 6 minggu aktif dan paling sering muncul pada siang. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
150,6,Maryame,Maryame,Mixed Goals,Mixed,0.375,0.3958333333333333,0.2291666666666666,Low,Senin,0.2916666666666667,Pagi,7,0.08991834957325828,20,0.2,Descriptively sufficient,"HCC 150 memiliki aktivitas komentar HCC tertinggi pada hari Senin dengan proporsi 29.2% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 4 dari 20 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
168,5,Daviena,Daviena,Promotional / Supportive,Positive,1.0,0.0,0.0,Low,Selasa,1.0,Pagi,7,1.0,1,1.0,Insufficient observations,"HCC 168 memiliki observasi timestamp yang terbatas untuk profil temporal deskriptif. Pola temporal yang teramati tidak dapat dibaca sebagai bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
180,4,Azarine,Azarine,Promotional / Supportive,Positive,1.0,0.0,0.0,Low,Senin,0.5,Sore,17,0.6437928128919779,2,0.5,Limited recurrence,"HCC 180 memiliki aktivitas komentar HCC tertinggi pada hari Senin dengan proporsi 50.0% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 2 minggu aktif dan paling sering muncul pada sore. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
181,5,Daviena,Daviena,Promotional / Supportive,Positive,1.0,0.0,0.0,Medium,Minggu,1.0,Siang,13,1.0,1,1.0,Insufficient observations,"HCC 181 memiliki observasi timestamp yang terbatas untuk profil temporal deskriptif. Pola temporal yang teramati tidak dapat dibaca sebagai bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
182,6,Not identified,Not identified,Mixed Goals,Neutral,0.1111111111111111,0.5,0.3888888888888889,Low,Senin,0.3333333333333333,Pagi,1,0.43542496594642044,3,0.3333333333333333,Descriptively sufficient,"HCC 182 memiliki aktivitas komentar HCC tertinggi pada hari Senin dengan proporsi 33.3% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada pagi. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
183,7,The Originote,The Originote,Mixed Goals,Neutral,0.238095238095238,0.5238095238095238,0.238095238095238,Low,Rabu,0.6666666666666666,Malam,7,0.6026437253027024,3,0.6666666666666666,Descriptively sufficient,"HCC 183 memiliki aktivitas komentar HCC tertinggi pada hari Rabu dengan proporsi 66.7% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 3 minggu aktif dan paling sering muncul pada malam. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
191,5,The Originote,The Originote,Promotional / Supportive,Positive,0.9130434782608696,0.0,0.0869565217391304,Medium,Senin,0.391304347826087,Sore,16,0.45215900699639255,3,0.3333333333333333,Descriptively sufficient,"HCC 191 memiliki aktivitas komentar HCC tertinggi pada hari Senin dengan proporsi 39.1% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 3 minggu aktif dan paling sering muncul pada sore. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
204,4,Azarine,Azarine,Promotional / Supportive,Positive,0.9444444444444444,0.0,0.0555555555555555,Low,Kamis,0.6363636363636364,Sore,17,0.6631490029384906,2,0.5,Limited recurrence,"HCC 204 memiliki aktivitas komentar HCC tertinggi pada hari Kamis dengan proporsi 63.6% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 1 dari 2 minggu aktif dan paling sering muncul pada sore. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
205,5,The Originote,The Originote,Promotional / Supportive,Positive,1.0,0.0,0.0,Medium,Rabu,0.6086956521739131,Dini Hari,0,0.6560334691621881,3,0.6666666666666666,Descriptively sufficient,"HCC 205 memiliki aktivitas komentar HCC tertinggi pada hari Rabu dengan proporsi 60.9% dari komentar bertimestamp valid. Aktivitas tersebut teramati pada 2 dari 3 minggu aktif dan paling sering muncul pada dini hari. Pola ini menunjukkan konsentrasi aktivitas berdasarkan hari yang teramati, bukan bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
206,5,Maryame,Maryame,Promotional / Supportive,Positive,0.9130434782608696,0.0,0.0869565217391304,Medium,Rabu,1.0,Siang,12,1.0,1,1.0,Insufficient observations,"HCC 206 memiliki observasi timestamp yang terbatas untuk profil temporal deskriptif. Pola temporal yang teramati tidak dapat dibaca sebagai bukti jadwal kerja, hubungan komersial, koordinasi terencana, atau status akun sebagai buzzer."
