seed,fold,row_index,annotation_id,comment_id,final_human_label,cv_group_id
42,1,179,V5D0186,7421350073168249605,Neutral,7421350073168249605
42,1,180,V5D0187,7536432594940314389,Neutral,7536432594940314389
42,1,186,V5D0194,7428742399616647943,Neutral,7428742399616647943
42,1,187,V5D0195,7440719396559864594,Neutral,7440719396559864594
42,1,189,V5D0197,7421422410724180742,Neutral,7421422410724180742
42,1,190,V5D0198,7363657630299095813,Neutral,7363657630299095813
42,1,192,V5D0200,7337170036774617861,Positive,7337170036774617861
42,1,193,V5D0201,7421892644949426949,Neutral,7421892644949426949
42,1,196,V5D0204,7430828021533639429,Neutral,7430828021533639429
42,1,197,V5D0205,7421856464825254661,Neutral,7421856464825254661
42,1,202,V5D0210,7419238366283645701,Negative,7419238366283645701
42,1,207,V5D0215,7160586074413990658,Neutral,7160586074413990658
42,1,210,V5D0218,7422931902812521222,Negative,7422931902812521222
42,1,211,V5D0219,7422152257032536837,Positive,7422152257032536837
42,1,212,V5D0221,7439315101640901383,Neutral,7439315101640901383
42,1,214,V5D0223,7421370129688806150,Negative,7421370129688806150
42,1,216,V5D0225,7429634134492218118,Neutral,7429634134492218118
42,1,217,V5D0226,7312029508327408389,Neutral,7312029508327408389
42,1,219,V5D0229,7349117635366175494,Neutral,7349117635366175494
42,1,222,V5D0232,7422962768472572677,Positive,7422962768472572677
42,1,231,V5D0242,7431620000517522184,Positive,7431620000517522184
42,1,235,V5D0246,7429710578112873221,Neutral,7429710578112873221
42,1,237,V5D0248,7315742221838844678,Neutral,7315742221838844678
42,1,241,V5D0252,7587057407076057876,Neutral,7587057407076057876
42,1,247,V5D0259,7291827364518291479A,Positive,7291827364518291479A
42,1,251,V5D0264,7428477246225335046,Neutral,7428477246225335046
42,1,254,V5D0267,7430072314844480262,Neutral,7430072314844480262
42,1,255,V5D0268,7357877721735332614,Negative,7357877721735332614
42,1,256,V5D0269,7314544137566978822,Neutral,7314544137566978822
42,1,258,V5D0271,7436906785996423943,Neutral,7436906785996423943
42,1,261,V5D0274,7428602940444066567,Neutral,7428602940444066567
42,1,265,V5D0278,7596250608735290133,Positive,7596250608735290133
42,1,266,V5D0279,7358385241129517825,Neutral,7358385241129517825
42,1,271,V5D0284,7422681512833630982,Negative,7422681512833630982
42,1,273,V5D0286,7450473741806928661,Positive,7450473741806928661
42,1,275,V5D0288,7357764292546462469,Positive,7357764292546462469
42,1,276,V5D0289,7379414727000523525,Neutral,7379414727000523525
42,1,282,V5D0295,7428567760705667846,Negative,7428567760705667846
42,1,284,V5D0297,7429892719764701958,Negative,7429892719764701958
42,1,288,V5D0301,7596262281970762512,Positive,7596262281970762512
42,1,289,V5D0302,7509035578039632648,Neutral,7509035578039632648
42,1,290,V5D0303,7361609549465682695,Neutral,7361609549465682695
42,1,291,V5D0304,7428554548510180102,Positive,7428554548510180102
42,1,293,V5D0306,7359073173918204677,Positive,7359073173918204677
42,1,294,V5D0307,7431363029701460744,Neutral,7431363029701460744
42,1,295,V5D0308,7421571316304036616,Neutral,7421571316304036616
42,1,299,V5D0312,7366996862522147590,Neutral,7366996862522147590
42,1,301,V5D0314,7340544855153935110,Negative,7340544855153935110
42,1,310,V5D0324,7430459356100363014,Negative,7430459356100363014
42,1,318,V5D0332,7428990615768433414,Neutral,7428990615768433414
42,1,319,V5D0333,7358269639912145669,Neutral,7358269639912145669
42,1,320,V5D0334,7490875047200965384,Neutral,7490875047200965384
42,1,324,V5D0338,7375720856712758021,Neutral,7375720856712758021
42,1,335,V5D0350,7586907773637198610,Neutral,7586907773637198610
42,1,339,V5D0354,7209246334254449435,Neutral,7209246334254449435
42,1,341,V5D0356,7359909123755016966,Neutral,7359909123755016966
42,1,344,V5D0359,7506484875252695815,Neutral,7506484875252695815
42,1,346,V5D0361,7292043212242993925,Neutral,7292043212242993925
42,1,348,V5D0363,7315041519958147846,Positive,7315041519958147846
42,1,352,V5D0367,7334535180910199557,Neutral,7334535180910199557
42,1,353,V5D0368,7226279049839117082,Neutral,7226279049839117082
42,1,354,V5D0369,7428462050001371909,Positive,7428462050001371909
42,1,357,V5D0372,7429264999758021381,Neutral,7429264999758021381
42,1,360,V5D0375,7229575712314868507,Positive,7229575712314868507
42,1,364,V5D0379,7421325338586743557,Negative,7421325338586743557
42,1,366,V5D0381,7132746806702703387,Neutral,7132746806702703387
42,1,369,V5D0384,7456999977735488274,Neutral,7456999977735488274
42,1,370,V5D0385,7463686725706531602,Negative,7463686725706531602
42,1,372,V5D0387,7421835504654975749,Negative,7421835504654975749
42,1,380,V5D0395,7471535690979934992,Negative,7471535690979934992
42,1,382,V5D0397,7428760668075819781,Neutral,7428760668075819781
42,1,387,V5D0402,7222050375393510170,Neutral,7222050375393510170
42,1,390,V5D0405,7422838690961523461,Negative,7422838690961523461
42,1,392,V5D0407,7422859898281607941,Negative,7422859898281607941
42,1,396,V5D0411,7461902917785371410,Neutral,7461902917785371410
42,1,400,V5D0415,7431134095440331527,Neutral,7431134095440331527
42,1,402,V5D0417,7421204986246136581,Negative,7421204986246136581
42,1,404,V5D0419,7428625064844100359,Neutral,7428625064844100359
42,1,406,V5D0421,7319819310787527430,Neutral,7319819310787527430
42,1,407,V5D0422,7392560185485017862,Neutral,7392560185485017862
42,1,409,V5D0424,7404723556577592069,Negative,7404723556577592069
42,1,416,V5D0431,7130820699131953946,Neutral,7130820699131953946
42,1,417,V5D0432,7429220550487261957,Neutral,7429220550487261957
42,1,425,V5D0440,7425391042750579461,Neutral,7425391042750579461
42,1,429,V5D0444,7421465379132048134,Negative,7421465379132048134
42,1,437,V5D0452,7285352804154655493,Neutral,7285352804154655493
42,1,438,V5D0453,7429134521465127681,Neutral,7429134521465127681
42,1,444,V5D0460,7364426048546652934,Negative,7364426048546652934
42,1,446,V5D0462,7223215241575465754,Neutral,7223215241575465754
42,1,447,V5D0463,7421769292679299845,Negative,7421769292679299845
42,1,448,V5D0464,7289462114761655045,Positive,7289462114761655045
42,1,451,V5D0467,7306805076331676421,Positive,7306805076331676421
42,1,453,V5D0469,7422893085237199637,Neutral,7422893085237199637
42,1,454,V5D0470,7422072997354570502,Neutral,7422072997354570502
42,1,457,V5D0473,7350084651250238214,Negative,7350084651250238214
42,1,458,V5D0474,7331265862643942150,Negative,7331265862643942150
42,1,462,V5D0478,7423827689792357125,Negative,7423827689792357125
42,1,466,V5D0482,7355756025897403142,Neutral,7355756025897403142
42,1,471,V5D0487,7429739557694456594,Neutral,7429739557694456594
42,1,473,V5D0489,7455502183196099336,Neutral,7455502183196099336
42,1,477,V5D0493,7428440682564649734,Neutral,7428440682564649734
42,1,478,V5D0494,7369301233809736454,Positive,7369301233809736454
42,1,481,V5D0497,7428507573353071365,Neutral,7428507573353071365
42,1,483,V5D0499,7523861564434498324,Positive,7523861564434498324
42,1,484,V5D0500,7596247319642014472,Positive,7596247319642014472
42,1,489,V5D0505,7146537155904553754,Neutral,7146537155904553754
42,1,500,V5D0516,7421735224298963718,Neutral,7421735224298963718
42,1,503,V5D0519,7366194387636093701,Neutral,7366194387636093701
42,1,506,V5D0522,7428648736677102354,Neutral,7428648736677102354
42,1,507,V5D0523,7439279057675731713,Neutral,7439279057675731713
42,1,511,V5D0527,7429132393128723208,Positive,7429132393128723208
42,1,517,V5D0533,7394380256469533445,Neutral,7394380256469533445
42,1,518,V5D0534,7317327682290139910,Neutral,7317327682290139910
42,1,524,V5D0540,7421808832056689414,Positive,7421808832056689414
42,1,526,V5D0542,7422243712498025221,Negative,7422243712498025221
42,1,530,V5D0546,7420113438171972358,Negative,7420113438171972358
42,1,533,V5D0549,7291827364518291656A,Positive,7291827364518291656A
42,1,534,V5D0550,7225395086561313563,Neutral,7225395086561313563
42,1,538,V5D0554,7359973079684629254,Neutral,7359973079684629254
42,1,539,V5D0555,7421286980628873989,Positive,7421286980628873989
42,1,543,V5D0559,7428454859407491846,Neutral,7428454859407491846
42,1,545,V5D0561,7421751589221991174,Negative,7421751589221991174
42,1,548,V5D0564,7357943153619845893,Neutral,7357943153619845893
42,1,549,V5D0565,7422176302756741893,Negative,7422176302756741893
42,1,550,V5D0566,7211545502368858907,Neutral,7211545502368858907
42,1,551,V5D0567,7432452091073233681,Neutral,7432452091073233681
42,1,556,V5D0572,7228961271960781595,Neutral,7228961271960781595
42,1,558,V5D0574,7428795241626338055,Neutral,7428795241626338055
42,1,560,V5D0576,7398907208283456262,Positive,7398907208283456262
42,1,561,V5D0577,7202375042428584731,Neutral,7202375042428584731
42,1,565,V5D0581,7430093962310025992,Neutral,7430093962310025992
42,1,567,V5D0583,7555401745272685320,Neutral,7555401745272685320
42,1,571,V5D0587,7597968915114083088,Negative,7597968915114083088
42,1,572,V5D0588,7314133522335466245,Positive,7314133522335466245
42,1,577,V5D0593,7365294038922806021,Neutral,7365294038922806021
42,1,578,V5D0594,7421530196806828806,Positive,7421530196806828806
42,1,579,V5D0595,7423160710555779846,Negative,7423160710555779846
42,1,589,V5D0605,7428558838905684737,Neutral,7428558838905684737
42,1,590,V5D0606,7257155956555252486,Neutral,7257155956555252486
42,1,592,V5D0608,7312225890799239937,Positive,7312225890799239937
42,1,596,V5D0612,7381056111942075142,Neutral,7381056111942075142
42,1,598,V5D0614,7391751250373198598,Neutral,7391751250373198598
42,1,599,V5D0615,7596241404831089415,Positive,7596241404831089415
42,1,600,V5D0616,7421433928169325317,Negative,7421433928169325317
42,1,601,V5D0617,7422095239567213317,Negative,7422095239567213317
42,1,603,V5D0619,7312099945456288517,Neutral,7312099945456288517
42,1,604,V5D0620,7421707888513811206,Negative,7421707888513811206
42,1,605,V5D0621,7428539140306748165,Positive,7428539140306748165
42,1,608,V5D0624,7252196305668440838,Neutral,7252196305668440838
42,1,609,V5D0625,7398108371004113682,Neutral,7398108371004113682
42,1,611,V5D0627,7306837881149981445,Neutral,7306837881149981445
42,1,615,V5D0631,7429344744281719558,Neutral,7429344744281719558
42,1,617,V5D0635,7421558771988595461,Negative,7421558771988595461
42,1,619,V5D0637,7433977626526368519,Neutral,7433977626526368519
42,1,631,V5D0649,7422709086627791621,Positive,7422709086627791621
42,1,632,V5D0650,7580165088302105351,Neutral,7580165088302105351
42,1,634,V5D0652,7185942225934746395,Positive,7185942225934746395
42,1,636,V5D0654,7386963857154065158,Neutral,7386963857154065158
42,1,640,V5D0658,7428853330980291333,Neutral,7428853330980291333
42,1,642,V5D0660,7596247980975817490,Positive,7596247980975817490
42,1,648,V5D0666,7421326899676644102,Negative,7421326899676644102
42,1,651,V5D0669,7421865431479468806,Negative,7421865431479468806
42,1,652,V5D0670,7145296108637913882,Neutral,7145296108637913882
42,1,659,V5D0677,7428575491026060040,Neutral,7428575491026060040
42,1,662,V5D0680,7312274471740654342,Neutral,7312274471740654342
42,1,665,V5D0683,7226656761787335450,Neutral,7226656761787335450
42,1,676,V5D0695,7239147102642651909,Positive,7239147102642651909
42,1,680,V5D0699,7603356104772698901,Neutral,7603356104772698901
42,1,684,V5D0703,7422820600689738501,Negative,7422820600689738501
42,1,687,V5D0706,7425891960679826181,Positive,7425891960679826181
42,1,694,V5D0713,7362760730779616005,Neutral,7362760730779616005
42,1,698,V5D0718,7323471158598550278,Neutral,7323471158598550278
42,1,712,V5D0733,7246394430667162373,Neutral,7246394430667162373
42,1,716,V5D0737,7621513144074437383,Neutral,7621513144074437383
42,1,727,V5D0749,7227789969930421019,Neutral,7227789969930421019
42,1,731,V5D0753,7388779504784917253,Neutral,7388779504784917253
42,1,733,V5D0755,7596364453017748231,Negative,7596364453017748231
42,1,737,V5D0759,7627431540138132231,Neutral,7627431540138132231
42,1,738,V5D0760,7231724922862781211,Neutral,7231724922862781211
42,1,744,V5D0766,7421190839814898437,Neutral,7421190839814898437
42,1,746,V5D0768,7418877886965138182,Positive,7418877886965138182
42,1,747,V5D0769,7428785012152075013,Neutral,7428785012152075013
42,1,749,V5D0771,7428442872905040646,Neutral,7428442872905040646
42,1,750,V5D0772,7427340457074475782,Neutral,7427340457074475782
42,1,753,V5D0775,7421713253213389573,Negative,7421713253213389573
42,1,754,V5D0776,7428640556832146182,Neutral,7428640556832146182
42,1,755,V5D0777,7429150718055793424,Neutral,7429150718055793424
42,1,760,V5D0782,7328985877346534149,Neutral,7328985877346534149
42,1,761,V5D0783,7402388015852929798,Positive,7402388015852929798
42,1,762,V5D0784,7424318706023940869,Neutral,7424318706023940869
42,1,763,V5D0785,7384477292082922246,Neutral,7384477292082922246
42,1,766,V5D0788,7430421378194653957,Neutral,7430421378194653957
42,1,770,V5D0792,7273877845063402246,Neutral,7273877845063402246
42,1,774,V5D0796,7421731352520229637,Negative,7421731352520229637
42,1,778,V5D0800,7378082439157449488,Positive,7378082439157449488
42,1,780,V5D0802,7596544156719842056,Neutral,7596544156719842056
42,1,781,V5D0803,7381301609462219526,Positive,7381301609462219526
42,1,787,V5D0809,7442583122065736469,Neutral,7442583122065736469
42,1,788,V5D0810,7428446958446019335,Neutral,7428446958446019335
42,1,790,V5D0812,7428562102396338949,Neutral,7428562102396338949
42,1,792,V5D0814,7148025327086977818,Positive,7148025327086977818
42,1,794,V5D0816,7434739306382263047,Neutral,7434739306382263047
42,1,797,V5D0819,7421874566928663302,Negative,7421874566928663302
42,1,799,V5D0821,7589854515161137927,Neutral,7589854515161137927
42,1,800,V5D0822,7443242358738830098,Neutral,7443242358738830098
42,1,803,V5D0825,7210566646146466586,Neutral,7210566646146466586
42,1,804,V5D0826,7439420525141328647,Positive,7439420525141328647
42,1,807,V5D0829,7345325089178927878,Positive,7345325089178927878
42,1,808,V5D0830,7373924788002226950,Neutral,7373924788002226950
42,1,809,V5D0831,7380289757048718085,Negative,7380289757048718085
42,1,812,V5D0834,7448086059635180306,Neutral,7448086059635180306
42,1,814,V5D0836,7429330150351651589,Neutral,7429330150351651589
42,1,815,V5D0837,7433521882638631696,Neutral,7433521882638631696
42,1,821,V5D0843,7431898865710334741,Neutral,7431898865710334741
42,1,839,V5D0861,7545445112887001874,Neutral,7545445112887001874
42,1,843,V5D0866,7431160665194414853,Positive,7431160665194414853
42,1,847,V5D0870,7214734706151244570,Neutral,7214734706151244570
42,1,849,V5D0872,7422817015612637958,Neutral,7422817015612637958
42,1,851,V5D0874,7428463702829384455,Neutral,7428463702829384455
42,1,854,V5D0877,7529234924025905940,Positive,7529234924025905940
42,1,856,V5D0879,7428551155473859333,Neutral,7428551155473859333
42,1,858,V5D0881,7341065217499218694,Positive,7341065217499218694
42,1,860,V5D0883,7429283354283705096,Neutral,7429283354283705096
42,1,861,V5D0884,7458185770361537286,Neutral,7458185770361537286
42,1,864,V5D0887,7358640831698813701,Neutral,7358640831698813701
42,1,867,V5D0890,7360287133611934469,Negative,7360287133611934469
42,1,869,V5D0892,7532542644297024272,Negative,7532542644297024272
42,1,871,V5D0894,7421219264373392133,Neutral,7421219264373392133
42,1,874,V5D0897,7428543715701408518,Negative,7428543715701408518
42,1,876,V5D0899,7429183390959043333,Negative,7429183390959043333
42,1,880,V5D0903,7596590847011128084,Negative,7596590847011128084
42,1,881,V5D0904,7378711054807040774,Negative,7378711054807040774
42,1,887,V5D0910,7325026830090617605,Neutral,7325026830090617605
42,1,894,V5D0917,7476722075688977158,Negative,7476722075688977158
42,1,895,V5D0918,7430740552104084240,Neutral,7430740552104084240
42,1,896,V5D0919,7430264576795198225,Neutral,7430264576795198225
42,1,905,V5D0928,7428458533399708422,Positive,7428458533399708422
42,1,906,V5D0929,7316772918313124613,Neutral,7316772918313124613
42,1,907,V5D0930,7205974000392389403,Positive,7205974000392389403
42,1,908,V5D0931,7388527177245541125,Neutral,7388527177245541125
42,1,910,V5D0933,7596272316439675666,Neutral,7596272316439675666
42,1,911,V5D0934,7219231318407791386,Neutral,7219231318407791386
42,1,912,V5D0935,7421416306853610258,Negative,7421416306853610258
42,1,913,V5D0936,7428474331259683602,Neutral,7428474331259683602
42,1,914,V5D0937,7330586626681471749,Positive,7330586626681471749
42,1,916,V5D0939,7421407663404352261,Negative,7421407663404352261
42,1,923,V5D0947,7357883991233774341,Negative,7357883991233774341
42,1,924,V5D0948,7419559990623453957,Neutral,7419559990623453957
42,1,925,V5D0949,7424421045639791366,Positive,7424421045639791366
42,1,926,V5D0950,7352455008632718086,Neutral,7352455008632718086
42,1,928,V5D0952,7213003912172028699,Neutral,7213003912172028699
42,1,930,V5D0954,7422890561911210757,Negative,7422890561911210757
42,1,931,V5D0955,7224461656032985882,Positive,7224461656032985882
42,1,934,V5D0958,7333246078068818695,Neutral,7333246078068818695
42,1,935,V5D0959,7429999874567357189,Neutral,7429999874567357189
42,1,938,V5D0962,7364750970843202309,Positive,7364750970843202309
42,1,940,V5D0964,7403332791587783425,Positive,7403332791587783425
42,1,942,V5D0966,7327940817191027461,Neutral,7327940817191027461
42,1,943,V5D0967,7445571486331044613,Neutral,7445571486331044613
42,1,945,V5D0969,7428525726812979973,Positive,7428525726812979973
42,1,947,V5D0971,7188487048394523418,Positive,7188487048394523418
42,1,949,V5D0973,7421926983472562949,Positive,7421926983472562949
42,1,952,V5D0976,7198752630121136922,Neutral,7198752630121136922
42,1,959,V5D0983,7310095696719659781,Neutral,7310095696719659781
42,1,960,V5D0984,7421180385516061446,Negative,7421180385516061446
42,1,961,V5D0985,4624523847139417318,Positive,4624523847139417318
42,1,970,V5D0994,7329005428522763013,Neutral,7329005428522763013
42,1,973,V5D0997,7406272346392544006,Neutral,7406272346392544006
42,2,6,V5D0008,7404712765484532486,Neutral,7404712765484532486
42,2,7,V5D0009,7211544143301051162,Positive,7211544143301051162
42,2,8,V5D0010,7428466461372842770,Neutral,7428466461372842770
42,2,9,V5D0011,7374193529352684293,Neutral,7374193529352684293
42,2,10,V5D0012,7422628136745714437,Negative,7422628136745714437
42,2,16,V5D0018,7354423016614855429,Negative,7354423016614855429
42,2,22,V5D0024,7429265665872511764,Neutral,7429265665872511764
42,2,25,V5D0028,7388535550314382086,Neutral,7388535550314382086
42,2,26,V5D0029,7424332661257552645,Neutral,7424332661257552645
42,2,27,V5D0030,7598017188595843847,Positive,7598017188595843847
42,2,28,V5D0031,7431368899185083144,Neutral,7431368899185083144
42,2,31,V5D0034,7222643640995676955,Neutral,7222643640995676955
42,2,34,V5D0037,7316417871726691077,Neutral,7316417871726691077
42,2,36,V5D0039,7428467843191177990,Neutral,7428467843191177990
42,2,40,V5D0043,7233947484875211546,Neutral,7233947484875211546
42,2,43,V5D0046,7263047975642071813,Neutral,7263047975642071813
42,2,44,V5D0047,7421448432185918213,Negative,7421448432185918213
42,2,45,V5D0048,7421841447160529670,Negative,7421841447160529670
42,2,46,V5D0049,7431783760650437396,Neutral,7431783760650437396
42,2,47,V5D0050,7421243631548285701,Neutral,7421243631548285701
42,2,49,V5D0052,7428444676753392389,Neutral,7428444676753392389
42,2,52,V5D0055,7226164707778413338,Neutral,7226164707778413338
42,2,55,V5D0058,7378504446278337285,Positive,7378504446278337285
42,2,59,V5D0062,7429369065124758278,Positive,7429369065124758278
42,2,61,V5D0064,7349799428226417413,Negative,7349799428226417413
42,2,62,V5D0065,7596245886977999633,Positive,7596245886977999633
42,2,68,V5D0071,7431231439754576645,Positive,7431231439754576645
42,2,73,V5D0076,7255305345508934406,Neutral,7255305345508934406
42,2,75,V5D0078,7428587122002936593,Positive,7428587122002936593
42,2,76,V5D0079,7313184182673343238,Neutral,7313184182673343238
42,2,79,V5D0082,7406690914268185349,Neutral,7406690914268185349
42,2,82,V5D0085,7442710503598801720,Neutral,7442710503598801720
42,2,85,V5D0088,7284619372399919878,Neutral,7284619372399919878
42,2,86,V5D0089,7421368276100121350,Negative,7421368276100121350
42,2,88,V5D0091,7384456174630765318,Neutral,7384456174630765318
42,2,89,V5D0092,7381094718857544453,Positive,7381094718857544453
42,2,92,V5D0095,7429283486462903057,Neutral,7429283486462903057
42,2,95,V5D0098,7596248191809864469,Negative,7596248191809864469
42,2,100,V5D0103,7586997153370850069,Neutral,7586997153370850069
42,2,103,V5D0106,7329504634706526981,Neutral,7329504634706526981
42,2,107,V5D0110,7205521440455410459,Neutral,7205521440455410459
42,2,109,V5D0112,7329005283437478661,Neutral,7329005283437478661
42,2,111,V5D0114,7289031409960256261,Neutral,7289031409960256261
42,2,115,V5D0118,7425727365714477829,Positive,7425727365714477829
42,2,117,V5D0121,7421448378847724294,Positive,7421448378847724294
42,2,121,V5D0125,7434027957185839877,Neutral,7434027957185839877
42,2,122,V5D0126,7276968479436079877,Neutral,7276968479436079877
42,2,123,V5D0127,7428550132184679175,Neutral,7428550132184679175
42,2,124,V5D0128,7223506286888960794,Neutral,7223506286888960794
42,2,127,V5D0131,7215072077446169370,Positive,7215072077446169370
42,2,128,V5D0132,7363606454690038533,Neutral,7363606454690038533
42,2,130,V5D0134,7425926701983548165,Neutral,7425926701983548165
42,2,132,V5D0136,7380998547795247877,Negative,7380998547795247877
42,2,143,V5D0148,7398393910903128837,Neutral,7398393910903128837
42,2,145,V5D0150,7428464044477432582,Negative,7428464044477432582
42,2,150,V5D0155,7428456495719678726,Neutral,7428456495719678726
42,2,152,V5D0157,7252511473133617925,Neutral,7252511473133617925
42,2,155,V5D0160,7224547619275162395,Neutral,7224547619275162395
42,2,163,V5D0168,7428550685057123077,Neutral,7428550685057123077
42,2,164,V5D0169,7385503227850556166,Neutral,7385503227850556166
42,2,166,V5D0171,7436925306126566145,Neutral,7436925306126566145
42,2,175,V5D0182,7362870777459720966,Positive,7362870777459720966
42,2,182,V5D0189,7359471486618305285,Neutral,7359471486618305285
42,2,183,V5D0190,7596978948186489621,Neutral,7596978948186489621
42,2,191,V5D0199,7396330329806455557,Neutral,7396330329806455557
42,2,195,V5D0203,7135044523643126555,Neutral,7135044523643126555
42,2,198,V5D0206,7421714688328041221,Positive,7421714688328041221
42,2,200,V5D0208,7422840491575608069,Negative,7422840491575608069
42,2,201,V5D0209,7341001517657359109,Negative,7341001517657359109
42,2,204,V5D0212,7429782663776731910,Neutral,7429782663776731910
42,2,205,V5D0213,7422146394260390662,Negative,7422146394260390662
42,2,206,V5D0214,7404388439568728838,Negative,7404388439568728838
42,2,215,V5D0224,7421545619625476870,Negative,7421545619625476870
42,2,218,V5D0228,7421183085544915717,Negative,7421183085544915717
42,2,226,V5D0236,7422091652397007621,Neutral,7422091652397007621
42,2,227,V5D0237,7357854087687717638,Neutral,7357854087687717638
42,2,228,V5D0238,7310495560182956805,Negative,7310495560182956805
42,2,229,V5D0239,7535443005458088722,Neutral,7535443005458088722
42,2,230,V5D0241,7428492089111347976,Neutral,7428492089111347976
42,2,232,V5D0243,7472240111187837716,Neutral,7472240111187837716
42,2,233,V5D0244,7421426517073691397,Positive,7421426517073691397
42,2,246,V5D0258,7364152118561768198,Positive,7364152118561768198
42,2,248,V5D0260,7428441322275898117,Positive,7428441322275898117
42,2,249,V5D0261,7523851505490690823,Positive,7523851505490690823
42,2,257,V5D0270,7146460595809944347,Positive,7146460595809944347
42,2,260,V5D0273,7429975265041810182,Neutral,7429975265041810182
42,2,263,V5D0276,7624166199757030164,Positive,7624166199757030164
42,2,264,V5D0277,7491870546584781576,Neutral,7491870546584781576
42,2,267,V5D0280,7226259967468012315,Neutral,7226259967468012315
42,2,269,V5D0282,7320859902308631302,Neutral,7320859902308631302
42,2,279,V5D0292,7421919025287938821,Neutral,7421919025287938821
42,2,281,V5D0294,7447042709238711060,Neutral,7447042709238711060
42,2,285,V5D0298,7350134246336709382,Neutral,7350134246336709382
42,2,287,V5D0300,7357966488806163205,Positive,7357966488806163205
42,2,292,V5D0305,7188648225750090522,Neutral,7188648225750090522
42,2,296,V5D0309,7430289813422686983,Positive,7430289813422686983
42,2,297,V5D0310,7428660801815036677,Neutral,7428660801815036677
42,2,298,V5D0311,7421196085283193605,Negative,7421196085283193605
42,2,302,V5D0315,7422657796011606789,Neutral,7422657796011606789
42,2,304,V5D0317,7430110365348201221,Neutral,7430110365348201221
42,2,307,V5D0320,7421868886453371654,Negative,7421868886453371654
