seed,fold,row_index,annotation_id,comment_id,label,hard_group,video_id
42,1,261,V5D0274,7428602940444066567,Neutral,wbs cosmetic dong dokk,7428436533981613318
42,1,263,V5D0276,7624166199757030164,Positive,bolehhh,7586827398084136200
42,1,264,V5D0277,7491870546584781576,Neutral,buat flek parah bisakah?,7472351771025755410
42,1,272,V5D0285,7281965499579204357,Neutral,udh dua pot jln,7279666593129434374
42,1,281,V5D0294,7447042709238711060,Neutral,review krim korea dok..😁,7428436533981613318
42,1,292,V5D0305,7188648225750090522,Neutral,kk untk flek gimn,7182401543491128602
42,1,294,V5D0307,7431363029701460744,Neutral,dok tolong chekin skinnaza🙏,7428436533981613318
42,1,296,V5D0309,7430289813422686983,Positive,"iyaa ka😁 emng produk bpom itu kan ngga instan, selama aman2 aja dimuka yah pake aja terus 😁",7430007251076697350
42,1,297,V5D0310,7428660801815036677,Neutral,gloglowing dong dok pliss,7428436533981613318
42,1,302,V5D0315,7422657796011606789,Neutral,kemarin2 nantangin. hahhaa. sudah saatnya roda berputar,7421104723333483782
42,1,303,V5D0316,7430030536678769413,Positive,hahahah🤣🤣,7397028146429709573
42,1,315,V5D0329,7221729322082730778,Negative,"aku pake moisterizer nya tpi d kulit pipiku trasa kaku gtu,npa ya,smga d jawab 😊",7194330759329631514
42,1,336,V5D0351,7317303966168597254,Neutral,serum bright b3 klo kulit berminyak boleh gak?? sama itu dipakai ny boleh pagi dan malam kh??,7306081689422351622
42,1,337,V5D0352,7353431487743050501,Neutral,klo aku pas jadwal pkek retinol (retinol+moisturizer),7314309007341063429
42,1,340,V5D0355,7421206731243619077,Negative,"minta maaf nya udh bagus, tp kok masih blg ga terima di tuduh brutal? klu tulus & ikhlas kan ga perlu ngucap gitu",7421104723333483782
42,1,351,V5D0366,7596542376719434504,Negative,di rilis selepas live sm dd april hadduuuu,7596239649517899016
42,1,354,V5D0369,7428462050001371909,Positive,aku jg pake cck tp hua,7428436533981613318
42,1,355,V5D0370,7596258563522822929,Positive,"apapun omongan di luar sana aku lebih percaya sama owner devina, walaupun sempat ada kesalahan juga dari devina skincare tapi setidaknya dia sudah berusaha memperbaiki semua, kagum sih sama owner devina yg setiap ada kesalahan dia maju perbaiki semuanya bukan malah omong kosong menye"", aku pengguna devina udh cocok sama produk"" nya dan aman"" aja😍 semangat terus devina skincare",7596239649517899016
42,1,357,V5D0372,7429264999758021381,Neutral,skinaza dok pliz!🙏,7428436533981613318
42,1,358,V5D0373,7341792453832409862,Neutral,tapi retinol warnanya emang kuning. avoskin sama somethinc yg retinol jga kuning,7340938843190725893
42,1,362,V5D0377,7432275971157934853,Negative,jng tergiur harga murah..bnyk yg palsu,7418514646698642693
42,1,371,V5D0386,7281926255611265797,Neutral,sudah brpa lama kk?,7279666593129434374
42,1,372,V5D0387,7421835504654975749,Negative,penjualan menurun kak 😅,7421104723333483782
42,1,373,V5D0388,7312620096789152518,Positive,masha allah🥰,7312025661835578629
42,1,374,V5D0389,7428607378641994501,Positive,dok buat aku aja skincare maryame ny🤧,7428436533981613318
42,1,383,V5D0398,7596488364121129749,Negative,🤣🤣🤣🤣 lu ngmng apa sbnrnya lu lihat data ngga????? kata2 itu pantas nya untuk orang yg ngga punya salah tapi ketika dia di puncak ada aja cobaannya lah ini jls2 salah data pun ada kwkwkwkwkww duh netizen konoha kadang2,7596239649517899016
42,1,384,V5D0399,7429021415838483206,Neutral,white story aman gasii??,7428436533981613318
42,1,387,V5D0402,7222050375393510170,Neutral,mau tanya dong untuk pemula bagusan mna ya serum vit c originote sm avoskin bagusan mna,7208499827234131226
42,1,389,V5D0404,7428554718538269461,Neutral,skincare ku dong dok.. animate,7428436533981613318
42,1,393,V5D0408,7421731370269770502,Negative,gak mau lagi titik!,7421104723333483782
42,1,394,V5D0409,7325371703089414917,Neutral,"ka klo malemnya pake retinol, pagi nya pake pelembab brightening bisa ga?? (serius nanya)",7306081689422351622
42,1,414,V5D0429,7430740592614114055,Neutral,"aku udh pesen,klo pke toner lagi boleh ga",7312632181094894854
42,1,416,V5D0431,7130820699131953946,Neutral,bukannya niacin aman diapake habis eksfoliasi? karna ada vitamin c nya kali,7129446710400601371
42,1,417,V5D0432,7429220550487261957,Neutral,harga cream nya dibawah 200rb,7428436533981613318
42,1,419,V5D0434,7377329573119197958,Neutral,boleh dipake di kulit beruntusan ga kak?,7376604456818920709
42,1,421,V5D0436,7394110663125779206,Neutral,ada yng mau ga retinol daviena ku baru 1x pakai nihh 😁😁,7378347819268082950
42,1,430,V5D0445,7466044209569465106,Neutral,ada yg mau gantiin cream malam 2 sama day cream yang pink.. masih baru segel..🙏🏻🙏🏻,7262186413284822277
42,1,433,V5D0448,7362055697032774405,Neutral,lewat terus dr tdi 🗿,7340938843190725893
42,1,437,V5D0452,7285352804154655493,Neutral,combi sama retinol nya berapa kali seminggu kak??,7270117302614478086
42,1,438,V5D0453,7429134521465127681,Neutral,msi coba dok🙏🙏🙏,7428436533981613318
42,1,452,V5D0468,7243277284148298501,Neutral,untuk retinol yang advanced merk apa kak?,7185096421220158747
42,1,457,V5D0473,7350084651250238214,Negative,pliss sm bgt aku pertama kali pake daviena jerawat gtu anjir nyesekkk😭😭,7340938843190725893
42,1,461,V5D0477,7341175872806929157,Neutral,kaka emang bisa di pakai buat ibu menyusui?,7284446766534102277
42,1,465,V5D0481,7366508638305846022,Neutral,kalo niacinamide nya dr brand lain aman ga kak?,7270117302614478086
42,1,467,V5D0483,7432249056577356551,Neutral,krim orlin aman ga guys?,7428436533981613318
42,1,473,V5D0489,7455502183196099336,Neutral,gmn ka cocok ga?,7424146834534239493
42,1,475,V5D0491,7421727190465233670,Neutral,daviena d daerah ku g ada,7421104723333483782
42,1,482,V5D0498,7351629075142329094,Negative,langsung ss bisa gk sih? kalau kebanyakan di layer takut nya malah berminyak,7235406683676167430
42,1,493,V5D0509,7228911733023539995,Neutral,versi highend dong,7185096421220158747
42,1,495,V5D0511,7421314514108482309,Neutral,klu gini minta maaf ...kemaren2 gmn oy..,7421104723333483782
42,1,499,V5D0515,7212407412711162650,Neutral,yg isi 2 nya habis kak,7194330759329631514
42,1,501,V5D0517,7327197165993001734,Neutral,kak yg cocok buat malam hari apa ya?,7306081689422351622
42,1,507,V5D0523,7439279057675731713,Neutral,gbee glow kapan di riview dok 🙏🏻 @user .okypratamaa_kedua,7428436533981613318
42,1,510,V5D0526,7421216198165660434,Negative,segera tobat,7421104723333483782
42,1,514,V5D0530,7227108593794597658,Neutral,ga bisa di cod,7194330759329631514
42,1,524,V5D0540,7421808832056689414,Positive,tim wardah dari jaman smu😊,7421104723333483782
42,1,525,V5D0541,7441221750413263634,Neutral,wsp dok🙏,7428436533981613318
42,1,527,V5D0543,7428765866349576965,Neutral,dokter skincare seruni 🙏,7428436533981613318
42,1,532,V5D0548,7576331756246713095,Neutral,knp di jual kak?,7430007251076697350
42,1,534,V5D0550,7225395086561313563,Neutral,"minimal 14 thn, kecuali retinol",7194330759329631514
42,1,538,V5D0554,7359973079684629254,Neutral,kenapa ya kk aku hbs 1 jar kulitku terkelupas semua dan kering???????,7359717817601543429
42,1,555,V5D0571,7422881901168263942,Positive,beralih ke hanasui aja gaes harga murah kualitas oke 😋,7421104723333483782
42,1,559,V5D0575,7428445714558288646,Neutral,coba crem jestham dok,7428436533981613318
42,1,563,V5D0579,7596881418031055633,Negative,ia makanya pada kaya ibaratnya hpp 20 rebu di jual nya beratus ratus ribu apalagi si ss,7596239649517899016
42,1,567,V5D0583,7555401745272685320,Neutral,"aku pl 50k aja ,2 x pake itu juga nyolek aja",7262186413284822277
42,1,578,V5D0594,7421530196806828806,Positive,peluk jauh kaa🥺,7421104723333483782
42,1,584,V5D0600,7400261684675560198,Neutral,kak moisturizer nya di ganti scintific pink boleh ngak🙏,7378347819268082950
42,1,587,V5D0603,7403252760781669126,Neutral,sya pke tik tol liet th..ga bisa liat tiktokshop,7401739344085585158
42,1,588,V5D0604,7341250041532007173,Neutral,kalo buat bekas jerawat merah bisa g @user tolong dijawab,7340938843190725893
42,1,591,V5D0607,7543477317735318288,Positive,banget kak,7523137946246008069
42,1,593,V5D0609,7402114653931979525,Positive,🥰🥰🥰🥰,7389110955214490886
42,1,599,V5D0615,7596241404831089415,Positive,terharu bgt🥺,7596239649517899016
42,1,600,V5D0616,7421433928169325317,Negative,helehhh telat,7421104723333483782
42,1,603,V5D0619,7312099945456288517,Neutral,klo pakek retinol daviena trus mois nya dri dorkskin bisa ga kak?,7312025661835578629
42,1,604,V5D0620,7421707888513811206,Negative,saya td y mau pke devina tp takut jdi sy cansel resah krna seloweran d fyp,7421104723333483782
42,1,613,V5D0629,7321228550420808454,Positive,gua follow lu bang lu asyik😘,7312025661835578629
42,1,621,V5D0639,7422818731858199302,Neutral,"produk nya di pasarkan di daerah mana aja ya? online doang kah, gak ada sales sekelas daviena krna di toko cosmetic tidak ada yg menjual nya",7421104723333483782
42,1,624,V5D0642,7422355644098282246,Negative,"mana ada penipu ngaku dari awala kalo blm kaya,kalo skrng udh kaya udh aman lah yaa",7421104723333483782
42,1,627,V5D0645,7331330781526590214,Neutral,"moisturizer, retinol, moisturizer",7284446766534102277
42,1,635,V5D0653,7428531740978922246,Neutral,dok celo skincare dong,7428436533981613318
42,1,646,V5D0664,7465690561199325970,Neutral,ini d pake pagi apa malam kak,7459337971108515090
42,1,659,V5D0677,7428575491026060040,Neutral,dok coba review dr.pure ?,7428436533981613318
42,1,669,V5D0687,7422190964259963653,Positive,maka merendah itu lebih baik dan elok.. #davinaskincare juara wajib di #skincareroutine harian,7421104723333483782
42,1,670,V5D0688,7428623252630700806,Positive,otw lngsung beli maryame apa glowglowing🥰😂,7428436533981613318
42,1,678,V5D0697,7525292614531875605,Neutral,ada shopee gk teh???,7363584993148357894
42,1,693,V5D0712,7421891602454725381,Neutral,kunaon mbak ?,7421104723333483782
42,1,707,V5D0727,7148023689761375002,Negative,"gw nggak ngejatuhin kalii-_- tuh serum overclaimed. kalo gw ngejatuhin, gw bakal bilang tuh serum jelek, bikin jerawat, bikin kusem",7129446710400601371
42,1,709,V5D0730,7379543100685124358,Neutral,"kak kira"" kl yg punya blackhead bagusnya serum yg mana??",7306081689422351622
42,1,715,V5D0736,7494973858173600530,Neutral,pake sabun maryame jg,7472351771025755410
42,1,719,V5D0741,7421164502563177222,Negative,membualllll wayae hancurrr ditinggalkan pembeli kmuuu woeee!!!,7421104723333483782
42,1,724,V5D0746,7359161930970710802,Positive,mau dimodalin nnti lps nikah 🤭,7357662447248968966
42,1,725,V5D0747,7206173181325099803,Neutral,cara pakai serum kombinasi seperti itu gimana kak,7188119070884056347
42,1,731,V5D0753,7388779504784917253,Neutral,ada yang mau retinol daviena harga 100k kebawah,7378347819268082950
42,1,732,V5D0754,7291827364518291854A,Positive,noted kak makasih ya btw (160),7313383346447322373
42,1,733,V5D0755,7596364453017748231,Negative,coba berenti kak sebulan masih bangga gak sama produknya😂,7596239649517899016
42,1,739,V5D0761,7475954060958155528,Neutral,pemakaian brp lama ka?,7312025661835578629
42,1,742,V5D0764,7428555225885557509,Neutral,bedak sw glows dok,7428436533981613318
42,1,744,V5D0766,7421190839814898437,Neutral,harganya brp ce?,7385065641595653382
42,1,745,V5D0767,7421196600356635397,Negative,untung gak jadi beli😁,7421104723333483782
42,1,752,V5D0774,7392898869703852805,Neutral,kalau gimna cara pesennya,7385065641595653382
42,1,754,V5D0776,7428640556832146182,Neutral,cek gloglowing jg dok,7428436533981613318
42,1,757,V5D0779,7330945381041832709,Neutral,"@user :kak mau tanya klo yg buat pudarin bekas jerawat pagi nya hyalu-c, trs mlmnya pake dark spot boleh? dan yg dark spot itu dipakenya tiap mlm sama",7122773893844061466
42,1,763,V5D0785,7384477292082922246,Neutral,bisa buat cowok ga,7357662447248968966
42,1,779,V5D0801,7314311427788636934,Neutral,kak ada instagram ga mau tanya tanya ttg kondisi muka aku sekarang bolee?,7314309007341063429
42,1,781,V5D0803,7381301609462219526,Positive,bs ya,7235406683676167430
42,1,782,V5D0804,7335252778611622662,Neutral,sebelum pake retinol daviena pakai retinol apa ka?,7312025661835578629
42,1,786,V5D0808,7429161664396821254,Neutral,cream ss donk dok,7428436533981613318
42,1,791,V5D0813,7429518518851781381,Neutral,brapa harga nya maryame satu pket nya ya,7428436533981613318
42,1,799,V5D0821,7589854515161137927,Neutral,kalo retinol dari sekin0004 yh cii. di gabungin sama sekin0004 dari bio cica serum apa bisa yamarin jerawat,7586827398084136200
42,1,801,V5D0823,7430387412109132552,Positive,"pantas aku cocok ternyata lolos uji leb alhamdulillah terselamatkan mukaku dengan maryam, terimakasih kak owner @user hani jayanti 🥰",7428436533981613318
42,1,802,V5D0824,7199115308878119706,Neutral,"bagus originote apa azarine ya, bingung",7145783136914296090
42,1,806,V5D0828,7438976648101561143,Neutral,ke akun asli nya langsung kak @user hani jayanti,7418514646698642693
42,1,819,V5D0841,7422823380447134470,Negative,sorrry yeee.. ga prnh pake produk lu,7421104723333483782
42,1,823,V5D0845,7428542298210042629,Neutral,"@user glow donk riview dr @user .okypratamaa_kedua ,...",7428436533981613318
42,1,832,V5D0854,7450364666138215176,Neutral,dok gloglowing dong,7428436533981613318
42,1,833,V5D0855,7312049845089436421,Neutral,baginda live setiap jam berapa?,7312025661835578629
42,1,842,V5D0865,7428474896634151685,Neutral,kalo reglow dr sindhi aman nggak y,7428436533981613318
42,1,843,V5D0866,7431160665194414853,Positive,mau beli knp tidak d di kranjang,7429636271552728326
42,1,846,V5D0869,7385092850814632709,Negative,iya lah cocok d muka si tetehnya..orang dia ga pernah kena matahari hidupnya beda cerita kl kita2 yg tiap hari kerjanya kena matahari ga bakal ngefek mau abis 1 ember juga😏,7385065641595653382
42,1,848,V5D0871,7421357101487932165,Negative,akhirnya ngakuuu🤣🤣🤣🤣🤣,7421104723333483782
42,1,855,V5D0878,7428505713109041925,Neutral,"dok,, kalau kdasbeauty?",7428436533981613318
42,1,859,V5D0882,7312077960218968837,Neutral,retinol boleh dipakai di wajah jerawat?,7312025661835578629
42,1,871,V5D0894,7421219264373392133,Neutral,"sepertinya iya, karna jarang live jg",7421104723333483782
42,1,875,V5D0898,7378759654618383109,Neutral,lo gk cuci muka kak bangun pagi nya,7378347819268082950
42,1,880,V5D0903,7596590847011128084,Negative,lagu lama,7596239649517899016
42,1,885,V5D0908,7455898479229027080,Positive,"sama aku juga ngga pernah jerawatan,kalaupun ada karna mau haid itu pun pling 1 dan ngga pernah berbekas",7262186413284822277
42,1,886,V5D0909,7430806617417401089,Neutral,yu chun mei dok,7428436533981613318
42,1,889,V5D0912,7428935280864019205,Neutral,kalo yang malem aman gak dok,7428436533981613318
42,1,890,V5D0913,7596351697502028565,Negative,"dijahatin , orang dia juga masih kerjasama , sama pt nya 🤣",7596239649517899016
42,1,891,V5D0914,7422012540244886278,Positive,bener banget saya dari dulu tetap ke wardah karena aman dn jelas,7421104723333483782
42,1,892,V5D0915,7291827364518291284A,Positive,"udah repurchase ke-1 nih maryame, ga bakal ganti lagi beneran",7429265515434036485
42,1,895,V5D0918,7430740552104084240,Neutral,bikin abu ngga di kulit samo matang? tolong di bls pake vt buktikan abu apa nggak,7430007251076697350
42,1,897,V5D0920,7567683810008498951,Positive,"aku mau coba tapi masih ragu ragu udah banyak yg aku pakai gk ada hasil dari yg mahal sampe yg murah😭tipe kulitku normal, kering, kusam ka jawab vt",7472351771025755410
42,1,907,V5D0930,7205974000392389403,Positive,iya kak sesuai kebutuhan ya huhuu,7194330759329631514
42,1,913,V5D0936,7428474331259683602,Neutral,kalau olay aman dok?,7428436533981613318
42,1,921,V5D0945,7299475018064741125,Neutral,kk klok ada beruntusan sm bekas jerawat bisa pake acne sm yg retinol?,7258280563352587526
42,1,933,V5D0957,7587048872708817685,Neutral,"oh iya ci mau tanya lagi, kalau untuk hyalucica cream sma shooting cream itu dipakainya secukupnya aja apa juga harus banyak ya ci ?",7586827398084136200
42,1,934,V5D0958,7333246078068818695,Neutral,bisa gk kak ... retinol di pake sma skintifik panthenol acne kak,7319688011891936517
42,1,937,V5D0961,7428440399403172616,Neutral,charidmalux dok,7428436533981613318
42,1,938,V5D0962,7364750970843202309,Positive,@user skinker idaman🥺,7357662447248968966
42,1,948,V5D0972,7422599658553508615,Positive,tim devuena,7418812570569641221
42,1,956,V5D0980,7421407689852879622,Negative,"kok baru minta maaf ,hasilnya uji lab mandiri hasilnya sama dg doktif...kasihan costumernya",7421104723333483782
42,1,960,V5D0984,7421180385516061446,Negative,yakin gak ada niat??,7421104723333483782
42,1,964,V5D0988,7428733549812007685,Neutral,dok pngen review jestham,7428436533981613318
42,1,965,V5D0989,7291827364518291523A,Positive,"wah baru tau, makasih infonyaa ✨",7129446710400601371
42,1,968,V5D0992,7422953830968656646,Negative,ini 0% kandungannya hindarn ya🙏 mending liat pembuktian di doktif,7389110955214490886
42,1,970,V5D0994,7329005428522763013,Neutral,eh maaf yg darksport nya untuk pagi ya??,7314309007341063429
42,2,9,V5D0011,7374193529352684293,Neutral,ini cowo bisa ga kak?,7357662447248968966
42,2,10,V5D0012,7422628136745714437,Negative,cewek yg glowing cuma muka nya aja buat apa,7421104723333483782
42,2,13,V5D0015,7421985096692040454,Negative,"allah maha pemaaf, tpi perbuatanmu akan dipertanggung jawabkan kelak..",7421104723333483782
42,2,16,V5D0018,7354423016614855429,Negative,"aku juga pake serum gluta bright sama mois brightening ka,kalo serumnya enak dan cukup mutihin di aku,tp mois brightening lengket bgt dan bikin gerah😭",7306081689422351622
42,2,18,V5D0020,7428452804514022161,Neutral,dok klau pesan online gitu pakai akun dokter atau tidak sih?? penasaran,7428436533981613318
42,2,24,V5D0027,7213892254514610971,Positive,eiem adalah retinol kedua stlh whitelab diaku malah bagusan eiem 🫠,7185096421220158747
42,2,29,V5D0032,7314809794140226309,Negative,kuning ee 😭😭😭,7312025661835578629
42,2,31,V5D0034,7222643640995676955,Neutral,boleh di mix sm cream yg biasa aku pake ga ka ???,7185096421220158747
42,2,32,V5D0035,7363277976844141318,Neutral,baru tau? hahaha,7340938843190725893
42,2,33,V5D0036,7268087108450173701,Positive,@user ini nihh solusinyaa🥺,7122773893844061466
42,2,35,V5D0038,7389280868278518534,Neutral,order ny dmn,7357662447248968966
42,2,40,V5D0043,7233947484875211546,Neutral,bagus pratista apa azarine apa originote🥺,7185096421220158747
42,2,41,V5D0044,7596587067858453256,Negative,"udah cek kak mungkin tp kecolongan 😭 misal cek hari ini besok produksi lagi ga ada yg pantau kan bisa masukkan jg , entahlah wkkw",7596239649517899016
42,2,46,V5D0049,7431783760650437396,Neutral,"aku beli kmrin d akun ownerny ada kok,cm emng rebutan",7418514646698642693
42,2,54,V5D0057,7530313276208644871,Neutral,warnanya beda gk kak ?,7262186413284822277
42,2,75,V5D0078,7428587122002936593,Positive,cocok aku juga dokter🥰,7428436533981613318
42,2,76,V5D0079,7313184182673343238,Neutral,pemakaiannya bisa tiap hari ka?,7312025661835578629
42,2,79,V5D0082,7406690914268185349,Neutral,"ada yang mau gantiin retinol daviena 6pcs 400 ribu ga , edisi mubazir karena hamil , beli di tiktok owner pengiriman dari owner palembang ada bukti co",7378347819268082950
42,2,90,V5D0093,7313205855935775493,Neutral,ka pake skincare jglow bisa ga pake retinol ini?,7312025661835578629
42,2,91,V5D0094,7134759817448637210,Neutral,blh di gabung sma retinol kak?,7129446710400601371
42,2,95,V5D0098,7596248191809864469,Negative,dari dulu salah fabrik,7596239649517899016
42,2,105,V5D0108,7388550448192307974,Positive,mulus banget kulit bun rahasia ny apa,7385065641595653382
42,2,107,V5D0110,7205521440455410459,Neutral,"habis pratista 1btol trs nyobain azarine, next deh mo beli originote..",7185096421220158747
42,2,112,V5D0115,7415890301053010693,Positive,"pengen nyobain,tapi belum kebeli 🥺",7401739344085585158
42,2,115,V5D0118,7425727365714477829,Positive,aku jg suka marayame krna simpel tp sayang di aku bkn jrwat skitar dagu bnyk bgt ada kli 10 biji + kering😭😭,7424146834534239493
42,2,116,V5D0119,7421871512594924293,Neutral,gak di tuduh secara brutal kak tapi kenyataan overclime brutal kak,7421104723333483782
42,2,119,V5D0123,7134405182801068827,Neutral,"tolong jawab dong ,,pilih azarine vit c atau originote",7122773893844061466
42,2,121,V5D0125,7434027957185839877,Neutral,dok review putri glow dok,7428436533981613318
42,2,125,V5D0129,7358129257644065541,Positive,gua jg bisa sbnernya muka kyk kk ny tp duit gw g mndkung 🤌,7357662447248968966
42,2,130,V5D0134,7425926701983548165,Neutral,bisa buat kulit berjerawat gak kak? @user .official bisa dijawab ga?,7418514646698642693
42,2,131,V5D0135,7456403019271668488,Positive,"ga jugaaa kakk, yang ori di official store nya langsunggg🫶🏻",7418514646698642693
42,2,138,V5D0143,7182175934395532058,Positive,affh iyah,7145783136914296090
42,2,139,V5D0144,7253468669740024582,Positive,bagusan retinol azarine dibanding originote sory😭😭,7185096421220158747
42,2,140,V5D0145,7421726363101594373,Neutral,kok dituduh secara brutal ?,7421104723333483782
42,2,141,V5D0146,7422166828950995717,Negative,"trus gmn nih custemer yang udh beli mana 4 pot lagi, nyesel😭",7421104723333483782
42,2,148,V5D0153,7430468312541741832,Neutral,dok coba skincare ls,7428436533981613318
42,2,151,V5D0156,7428692227004957448,Positive,lagi mau nabung buat beli maryame sambil nunggu krim nya ready 🥰,7428436533981613318
42,2,165,V5D0170,7321544623800058630,Positive,pakein serum hydrating yaa kaka cantikk🤗,7313744314927041797
42,2,171,V5D0177,7341256392731640582,Neutral,ig nya apa kak?,7340938843190725893
42,2,172,V5D0178,7421849674984538886,Neutral,giliran ketauan kaya gitu 🗿,7421104723333483782
