id,label,degree,weighted_degree,betweenness,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,narrative_similarity_level,dominant_sentiment,positive_ratio,neutral_ratio,negative_ratio,goal_orientation,goal_confidence,avg_sentiment_confidence,actor_type_primary,individual_subtype,community_centrality_level,community_network_descriptor,target_brand_primary,target_scope,account_goal_orientation,hcc_goal_orientation
glowhunter_ip8756,glowhunter_ip8756,7,8.0,0.0,150,Maryame,Maryame,Maryame + The Originote,Medium,Low,Mixed,0.375,0.3958333333333333,0.2291666666666666,Mixed Goals,Low,0.8781755982587734,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
skinbestie_ip9364,skinbestie_ip9364,7,8.0,0.0,150,Maryame,Maryame,Maryame + The Originote,Medium,Low,Mixed,0.375,0.3958333333333333,0.2291666666666666,Mixed Goals,Low,0.8781755982587734,Community Actor,,Low,Peripheral,Maryame,Single-brand Context,Mixed Goals,Mixed Goals
glowingid_rr53578,glowingid_rr53578,9,6.8392857142857135,0.0064021946107899,63,Maryame,Mixed_3plus_Brands,Maryame + Daviena + The Originote,Medium,Low,Neutral,0.3181818181818182,0.5,0.1818181818181818,Mixed Goals,Low,0.7949301275339994,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Mixed Goals,Mixed Goals
kulitglowing_ct49929,kulitglowing_ct49929,7,6.375,0.0001220522369474,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Mixed Goals,Mixed Goals
glowhunter_ct43630,glowhunter_ct43630,4,6.0,0.0,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,Low,Mixed,0.3666666666666666,0.3666666666666666,0.2666666666666666,Mixed Goals,Low,0.8376579324404398,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Cross-brand Context,Mixed Goals,Mixed Goals
bestieku_ct63653,bestieku_ct63653,4,6.0,0.0,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,Low,Mixed,0.3666666666666666,0.3666666666666666,0.2666666666666666,Mixed Goals,Low,0.8376579324404398,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Cross-brand Context,Critical / Complaint,Mixed Goals
testireal_ct48546,testireal_ct48546,4,6.0,0.0,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,Low,Mixed,0.3666666666666666,0.3666666666666666,0.2666666666666666,Mixed Goals,Low,0.8376579324404398,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Cross-brand Context,Mixed Goals,Mixed Goals
kulitcerah_ct92565,kulitcerah_ct92565,4,6.0,0.0,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,Low,Mixed,0.3666666666666666,0.3666666666666666,0.2666666666666666,Mixed Goals,Low,0.8376579324404398,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Cross-brand Context,Mixed Goals,Mixed Goals
beautyvibe_ct53672,beautyvibe_ct53672,4,6.0,0.0,48,The Originote,Mixed_3plus_Brands,The Originote + Azarine + Maryame,Medium,Low,Mixed,0.3666666666666666,0.3666666666666666,0.2666666666666666,Mixed Goals,Low,0.8376579324404398,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Cross-brand Context,Neutral Engagement,Mixed Goals
glowcheck_r3c10m00x7594,glowcheck_r3c10m00x7594,5,5.178571428571428,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9692144287484032,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowdiary_r3c03m00x2631,glowdiary_r3c03m00x2631,5,5.178571428571428,0.0,114,Maryame,Maryame,Maryame,High,Medium,Positive,0.9285714285714286,0.0714285714285714,0.0,Promotional / Supportive,High,0.9039586314133236,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
skinlover_ct23275,skinlover_ct23275,4,5.089285714285714,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Mixed,0.4,0.48,0.12,Mixed Goals,Low,0.8075190961360932,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Neutral Engagement,Mixed Goals
glowup_ct95907,glowup_ct95907,3,5.071428571428571,0.0,20,Daviena,Daviena,Daviena + Maryame,Medium,Low,Mixed,0.375,0.375,0.25,Mixed Goals,Low,0.8829223761955897,Community Actor,,High,Structurally central,Daviena,Single-brand Context,Mixed Goals,Mixed Goals
dearskin_ct58033,dearskin_ct58033,4,5.0,4.854350333137933e-05,20,Daviena,Daviena,Daviena + Maryame,Medium,Low,Mixed,0.375,0.375,0.25,Mixed Goals,Low,0.8829223761955897,Community Actor,,Low,Peripheral,Daviena,Single-brand Context,Mixed Goals,Mixed Goals
skincare_ct87875,skincare_ct87875,4,5.0,4.854350333137933e-05,20,Daviena,Daviena,Daviena + Maryame,Medium,Low,Mixed,0.375,0.375,0.25,Mixed Goals,Low,0.8829223761955897,Community Actor,,Low,Peripheral,Daviena,Single-brand Context,Mixed Goals,Mixed Goals
skinbestie_ct9114,skinbestie_ct9114,7,4.875,8.321743428236456e-05,183,The Originote,The Originote,The Originote,High,Low,Neutral,0.238095238095238,0.5238095238095238,0.238095238095238,Mixed Goals,Low,0.8870844670704433,Community Actor,,High,Structurally central,The Originote,Single-brand Context,Mixed Goals,Mixed Goals
cantiknyata_r3c06m00x8166,cantiknyata_r3c06m00x8166,5,4.553571428571429,0.0,99,The Originote,The Originote,The Originote,High,Medium,Positive,0.8214285714285714,0.1071428571428571,0.0714285714285714,Promotional / Supportive,High,0.8957990322794233,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowup_ct93477,glowup_ct93477,6,4.5,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Neutral Engagement,Mixed Goals
glowingid_ct11995,glowingid_ct11995,6,4.5,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Neutral Engagement,Mixed Goals
skincare_ct68797,skincare_ct68797,6,4.5,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Neutral Engagement,Mixed Goals
beautyaddict_ct75025,beautyaddict_ct75025,6,4.5,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Critical / Complaint,Mixed Goals
glowhunter_ct68859,glowhunter_ct68859,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
kulitglowing_ct71939,kulitglowing_ct71939,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Critical / Complaint,Neutral Engagement
bestieku_ct63780,bestieku_ct63780,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Mixed Goals,Neutral Engagement
racun_ct61657,racun_ct61657,6,4.5,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Neutral Engagement,Mixed Goals
beautyvibe_ct9600,beautyvibe_ct9600,6,4.5,0.0,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,High,Structurally central,Maryame,Cross-brand Context,Neutral Engagement,Mixed Goals
skinclub_ct998,skinclub_ct998,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Neutral Engagement
reviewjujur_ct84556,reviewjujur_ct84556,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
racun_ct19392,racun_ct19392,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
beautyvibe_ct18973,beautyvibe_ct18973,6,4.5,0.0,46,The Originote,The Originote,The Originote + Daviena,Medium,Low,Neutral,0.1904761904761904,0.6190476190476191,0.1904761904761904,Neutral Engagement,Medium,0.8841879935491652,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
racun_ct40815,racun_ct40815,3,4.5,0.0,45,Maryame,Mixed_3plus_Brands,Maryame + Azarine + The Originote,Medium,Low,Neutral,0.2916666666666667,0.625,0.0833333333333333,Neutral Engagement,Medium,0.8945547913511595,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
reviewjujur_ct43520,reviewjujur_ct43520,3,4.5,0.0,45,Maryame,Mixed_3plus_Brands,Maryame + Azarine + The Originote,Medium,Low,Neutral,0.2916666666666667,0.625,0.0833333333333333,Neutral Engagement,Medium,0.8945547913511595,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Mixed Goals,Neutral Engagement
beautyvibe_ct13413,beautyvibe_ct13413,3,4.5,0.0,45,Maryame,Mixed_3plus_Brands,Maryame + Azarine + The Originote,Medium,Low,Neutral,0.2916666666666667,0.625,0.0833333333333333,Neutral Engagement,Medium,0.8945547913511595,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
testireal_ct49360,testireal_ct49360,3,4.5,0.0,45,Maryame,Mixed_3plus_Brands,Maryame + Azarine + The Originote,Medium,Low,Neutral,0.2916666666666667,0.625,0.0833333333333333,Neutral Engagement,Medium,0.8945547913511595,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Cross-brand Context,Neutral Engagement,Neutral Engagement
glowingid_ct18883,glowingid_ct18883,4,4.375,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Mixed,0.4,0.48,0.12,Mixed Goals,Low,0.8075190961360932,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Promotional / Supportive,Mixed Goals
skintok_ct98906,skintok_ct98906,4,4.375,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Mixed,0.4,0.48,0.12,Mixed Goals,Low,0.8075190961360932,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Promotional / Supportive,Mixed Goals
skintok_ct36635,skintok_ct36635,4,4.375,0.0,87,Daviena,Mixed_2_Brands,Daviena + Maryame,Medium,Low,Mixed,0.4,0.48,0.12,Mixed Goals,Low,0.8075190961360932,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Cross-brand Context,Neutral Engagement,Mixed Goals
skinbestie_ct9146,skinbestie_ct9146,6,4.285714285714286,2.773914476078819e-05,182,Not identified,Not identified,,,Low,Neutral,0.1111111111111111,0.5,0.3888888888888889,Mixed Goals,Low,0.9022372629907396,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Not identified,Unidentified Brand Context,Mixed Goals,Mixed Goals
skinbestie_ct9276,skinbestie_ct9276,6,4.285714285714286,2.219131580863055e-05,15,The Originote,The Originote,The Originote,High,Low,Neutral,0.1666666666666666,0.6111111111111112,0.2222222222222222,Neutral Engagement,Medium,0.9728925625483196,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Mixed Goals,Neutral Engagement
glowup_ct3239,glowup_ct3239,6,4.285714285714286,1.1095657904315277e-05,117,The Originote,The Originote,The Originote,High,Low,Neutral,0.1111111111111111,0.8333333333333334,0.0555555555555555,Neutral Engagement,High,0.9159936838679844,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Neutral Engagement,Neutral Engagement
skinclub_ct2318,skinclub_ct2318,6,4.285714285714286,3.051305923686701e-05,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.2777777777777778,0.5,0.2222222222222222,Mixed Goals,Low,0.9184362639983495,Community Actor,,High,Structurally central,Maryame,Single-brand Context,Neutral Engagement,Mixed Goals
skincare_ct7727,skincare_ct7727,6,4.285714285714286,3.051305923686701e-05,2,Maryame,Maryame,Maryame,High,Low,Neutral,0.2777777777777778,0.5,0.2222222222222222,Mixed Goals,Low,0.9184362639983495,Community Actor,,High,Structurally central,Maryame,Single-brand Context,Critical / Complaint,Mixed Goals
dearskin_ct6747,dearskin_ct6747,6,4.285714285714286,2.4965230284709368e-05,50,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.1666666666666666,Mixed Goals,Low,0.8922423422336578,Community Actor,,High,Structurally central,Maryame,Single-brand Context,Promotional / Supportive,Mixed Goals
racun_ct1114,racun_ct1114,6,4.285714285714286,2.773914476078819e-05,50,Maryame,Maryame,Maryame,High,Low,Neutral,0.3333333333333333,0.5,0.1666666666666666,Mixed Goals,Low,0.8922423422336578,Community Actor,,High,Structurally central,Maryame,Single-brand Context,Mixed Goals,Mixed Goals
beautyaddict_ct7716,beautyaddict_ct7716,6,4.285714285714286,1.9417401332551733e-05,18,The Originote,The Originote,The Originote,High,Low,Mixed,0.4444444444444444,0.3888888888888889,0.1666666666666666,Mixed Goals,Low,0.9088968502150642,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Mixed Goals,Mixed Goals
reviewpedas_r3c09m00x7495,reviewpedas_r3c09m00x7495,4,4.142857142857142,0.0,191,The Originote,The Originote,The Originote,High,Medium,Positive,0.9130434782608696,0.0,0.0869565217391304,Promotional / Supportive,High,0.9202151246692823,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
testiaman_r3c02m00x9822,testiaman_r3c02m00x9822,4,4.142857142857142,0.0,205,The Originote,The Originote,The Originote,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9252126035482988,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,The Originote,Single-brand Context,Promotional / Supportive,Promotional / Supportive
beautyfess_r3c05m00x6415,beautyfess_r3c05m00x6415,4,4.142857142857142,0.0,42,Daviena,Daviena,Daviena,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.98179408778315,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Promotional / Supportive,Promotional / Supportive
cantik_ct9210,cantik_ct9210,4,4.125,0.0001137304935192,17,Maryame,Mixed_3plus_Brands,Maryame + The Originote + Azarine,Low,Low,Neutral,0.2272727272727272,0.5454545454545454,0.2272727272727272,Mixed Goals,Low,0.918039699847048,Community Actor,,Medium,Intermediate,Maryame,Cross-brand Context,Mixed Goals,Mixed Goals
skinlover_ct4123,skinlover_ct4123,5,4.071428571428571,2.219131580863055e-05,49,Daviena,Mixed_3plus_Brands,Daviena + Maryame + The Originote,Low,Low,Neutral,0.25,0.6,0.15,Neutral Engagement,Medium,0.8147277012467384,Community Actor,,High,Structurally central,Daviena,Cross-brand Context,Mixed Goals,Neutral Engagement
reviewjujur_ct9773,reviewjujur_ct9773,6,4.071428571428571,5.270437504549756e-05,183,The Originote,The Originote,The Originote,High,Low,Neutral,0.238095238095238,0.5238095238095238,0.238095238095238,Mixed Goals,Low,0.8870844670704433,Community Actor,,High,Structurally central,The Originote,Single-brand Context,Neutral Engagement,Mixed Goals
skinlover_ip490,skinlover_ip490,6,4.035714285714286,0.0001220522369474,103,Daviena,Daviena,Daviena,High,Low,Neutral,0.1333333333333333,0.7333333333333333,0.1333333333333333,Neutral Engagement,Medium,0.8889480173587799,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Daviena,Single-brand Context,Neutral Engagement,Neutral Engagement
glowdiary_r3c03m05x9471,glowdiary_r3c03m05x9471,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,Positive,0.9285714285714286,0.0714285714285714,0.0,Promotional / Supportive,High,0.9039586314133236,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowdiary_r3c03m01x2588,glowdiary_r3c03m01x2588,5,4.035714285714286,0.0,114,Maryame,Maryame,Maryame,High,Medium,Positive,0.9285714285714286,0.0714285714285714,0.0,Promotional / Supportive,High,0.9039586314133236,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
glowcheck_r3c10m05x2485,glowcheck_r3c10m05x2485,5,4.035714285714286,0.0,113,Maryame,Maryame,Maryame,High,Medium,Positive,1.0,0.0,0.0,Promotional / Supportive,High,0.9692144287484032,Community Actor,,Uniform / Insufficient variation,Uniform / Insufficient variation,Maryame,Single-brand Context,Promotional / Supportive,Promotional / Supportive
