Id,Label,actor_type_primary,network_position,hcc_id,is_lcn_member,n_comments,dominant_sentiment,account_goal_orientation,target_brand_primary,degree,weighted_degree,sentiment_attribute_status
glowhunter_ip7849,glowhunter_ip7849,Community Actor,HCC,54,True,7.0,Neutral,Neutral Engagement,Azarine,15,11.035714285714285,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowhunter_ip8756,glowhunter_ip8756,Community Actor,HCC,150,True,8.0,Neutral,Neutral Engagement,Maryame,7,8.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowhunter_ip9119,glowhunter_ip9119,Community Actor,HCC,5,True,8.0,Neutral,Neutral Engagement,The Originote,31,19.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct11995,glowingid_ct11995,Community Actor,HCC,17,True,3.0,Neutral,Neutral Engagement,Mixed_3plus_Brands,6,4.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct18883,glowingid_ct18883,Community Actor,HCC,87,True,5.0,Neutral,Neutral Engagement,Mixed_2_Brands,4,4.375,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct69471,glowingid_ct69471,Community Actor,HCC,132,True,3.0,Neutral,Neutral Engagement,Mixed_3plus_Brands,3,2.25,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct74353,glowingid_ct74353,Community Actor,HCC,3,True,3.0,Negative,Critical / Complaint,Mixed_2_Brands,4,3.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_ct92516,glowingid_ct92516,Community Actor,HCC,1,True,7.0,Neutral,Neutral Engagement,Mixed_3plus_Brands,2,3.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_rp61402,glowingid_rp61402,Community Actor,HCC,134,True,6.0,Mixed,Mixed Goals,Daviena,1,1.7321428571428572,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowingid_rr53578,glowingid_rr53578,Community Actor,HCC,63,True,12.0,Positive,Promotional / Supportive,Mixed_3plus_Brands,9,6.8392857142857135,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct2135,glowup_ct2135,Community Actor,HCC,18,True,3.0,Neutral,Insufficient Text,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct3239,glowup_ct3239,Community Actor,HCC,117,True,3.0,Negative,Critical / Complaint,The Originote,6,4.285714285714286,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct3809,glowup_ct3809,Community Actor,HCC,16,True,3.0,Negative,Critical / Complaint,Daviena,4,3.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct6488,glowup_ct6488,Community Actor,HCC,117,True,3.0,Neutral,Neutral Engagement,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct8724,glowup_ct8724,Community Actor,HCC,132,True,3.0,Negative,Critical / Complaint,Mixed_3plus_Brands,3,2.25,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct93477,glowup_ct93477,Community Actor,HCC,17,True,3.0,Mixed,Mixed Goals,Mixed_3plus_Brands,6,4.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_ct95907,glowup_ct95907,Community Actor,HCC,20,True,8.0,Negative,Mixed Goals,Daviena,3,5.071428571428571,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
glowup_rr94183,glowup_rr94183,Community Actor,HCC,54,True,3.0,Mixed,Mixed Goals,Azarine,1,0.8035714285714286,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitcerah_ct29113,kulitcerah_ct29113,Community Actor,HCC,52,True,8.0,Negative,Mixed Goals,Daviena,5,8.875,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitcerah_ct92565,kulitcerah_ct92565,Community Actor,HCC,48,True,6.0,Mixed,Mixed Goals,Mixed_3plus_Brands,4,6.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitcerah_rr59853,kulitcerah_rr59853,Community Actor,HCC,60,True,4.0,Positive,Promotional / Supportive,Daviena,1,1.0714285714285714,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ct4137,kulitglowing_ct4137,Community Actor,HCC,90,True,3.0,Negative,Critical / Complaint,Mixed_3plus_Brands,3,2.25,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ct49929,kulitglowing_ct49929,Community Actor,HCC,17,True,10.0,Positive,Promotional / Supportive,Mixed_3plus_Brands,7,6.375,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ct595,kulitglowing_ct595,Community Actor,HCC,117,True,3.0,Neutral,Neutral Engagement,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ct6396,kulitglowing_ct6396,Community Actor,HCC,18,True,3.0,Positive,Promotional / Supportive,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ct71939,kulitglowing_ct71939,Community Actor,HCC,46,True,3.0,Negative,Critical / Complaint,The Originote,6,4.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ip1790,kulitglowing_ip1790,Community Actor,HCC,150,True,8.0,Positive,Promotional / Supportive,Maryame,8,8.535714285714285,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ip334,kulitglowing_ip334,Community Actor,HCC,150,True,8.0,Mixed,Mixed Goals,Maryame,8,8.535714285714285,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ip4767,kulitglowing_ip4767,Community Actor,HCC,5,True,8.0,Positive,Mixed Goals,The Originote,31,19.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ip7028,kulitglowing_ip7028,Community Actor,HCC,54,True,5.0,Neutral,Neutral Engagement,Azarine,14,8.875,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_ip9832,kulitglowing_ip9832,Community Actor,HCC,5,True,8.0,Neutral,Neutral Engagement,The Originote,31,19.0,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitglowing_rr91939,kulitglowing_rr91939,Community Actor,HCC,134,True,3.0,Positive,Promotional / Supportive,Daviena,1,0.8035714285714286,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitkece_r3c01m00x5166,kulitkece_r3c01m00x5166,Community Actor,HCC,168,True,3.0,Positive,Promotional / Supportive,Daviena,4,3.142857142857143,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitkece_r3c01m01x2583,kulitkece_r3c01m01x2583,Community Actor,HCC,168,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitkece_r3c01m02x7223,kulitkece_r3c01m02x7223,Community Actor,HCC,168,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitkece_r3c01m03x9803,kulitkece_r3c01m03x9803,Community Actor,HCC,168,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitkece_r3c01m04x8079,kulitkece_r3c01m04x8079,Community Actor,HCC,168,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ct8443,kulitsehat_ct8443,Community Actor,HCC,15,True,3.0,Neutral,Neutral Engagement,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_ip5592,kulitsehat_ip5592,Community Actor,HCC,103,True,6.0,Mixed,Neutral Engagement,Daviena,6,4.035714285714286,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
kulitsehat_rp54793,kulitsehat_rp54793,Community Actor,HCC,34,True,3.0,Neutral,Insufficient Text,Daviena,1,0.8035714285714286,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
produkjujur_r3c00m00x5907,produkjujur_r3c00m00x5907,Community Actor,HCC,180,True,3.0,Positive,Promotional / Supportive,Azarine,3,2.732142857142857,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
produkjujur_r3c00m01x6024,produkjujur_r3c00m01x6024,Community Actor,HCC,180,True,5.0,Positive,Promotional / Supportive,Azarine,3,2.1607142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
produkjujur_r3c00m02x8296,produkjujur_r3c00m02x8296,Community Actor,HCC,180,True,5.0,Positive,Promotional / Supportive,Azarine,3,2.1607142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
produkjujur_r3c00m03x5660,produkjujur_r3c00m03x5660,Community Actor,HCC,180,True,5.0,Positive,Promotional / Supportive,Azarine,3,2.1607142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racikcantik_r3c08m00x5448,racikcantik_r3c08m00x5448,Community Actor,HCC,181,True,3.0,Positive,Promotional / Supportive,Daviena,4,3.142857142857143,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racikcantik_r3c08m01x2011,racikcantik_r3c08m01x2011,Community Actor,HCC,181,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racikcantik_r3c08m02x8325,racikcantik_r3c08m02x8325,Community Actor,HCC,181,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racikcantik_r3c08m03x4529,racikcantik_r3c08m03x4529,Community Actor,HCC,181,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racikcantik_r3c08m04x3650,racikcantik_r3c08m04x3650,Community Actor,HCC,181,True,5.0,Positive,Promotional / Supportive,Daviena,4,2.2857142857142856,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racun_ct1114,racun_ct1114,Community Actor,HCC,50,True,3.0,Mixed,Mixed Goals,Maryame,6,4.285714285714286,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racun_ct19392,racun_ct19392,Community Actor,HCC,46,True,3.0,Neutral,Neutral Engagement,The Originote,6,4.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racun_ct2082,racun_ct2082,Community Actor,HCC,117,True,3.0,Neutral,Neutral Engagement,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racun_ct2295,racun_ct2295,Community Actor,HCC,15,True,3.0,Mixed,Mixed Goals,The Originote,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racun_ct2554,racun_ct2554,Community Actor,HCC,182,True,3.0,Negative,Critical / Complaint,Not identified,5,3.75,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
racun_ct40815,racun_ct40815,Community Actor,HCC,45,True,6.0,Neutral,Neutral Engagement,Mixed_3plus_Brands,3,4.5,DEVELOPMENT_MODEL_FROZEN_PENDING_LOCKED_TEST
