Source,Target,Type,Weight,co_conv_weight,co_reply_weight,co_temporal_weight,norm_co_conv,norm_co_reply,norm_co_temporal,final_weight,n_evidence,co_hashtag,source_actor_type,target_actor_type,actor_type_pair,source_network_position,target_network_position,network_position_pair,source_is_hcc,target_is_hcc
beauty_ip2148,beauty_ip4789,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip2148,beautyaddict_ip168,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip2148,beautyvibe_ip9536,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip2148,cantik_ip3527,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip2148,glowhunter_ip5229,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip2148,kulitglowing_ip8678,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip4789,beautyaddict_ip168,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip4789,beautyvibe_ip9536,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip4789,cantik_ip3527,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip4789,glowhunter_ip5229,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip4789,kulitglowing_ip8678,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,beautyaddict_ip9987,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,cantik_ip9223,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,glowhunter_ip9119,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,kulitglowing_ip3422,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,kulitglowing_ip4767,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,kulitglowing_ip9832,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,kulitglowing_ip986,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,racun_rr169,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,4,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,reviewjujur_ip2228,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,reviewjujur_ip3756,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,skinbestie_ip1027,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,skinbestie_ip5720,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_ip5786,skincare_ip7443,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,skinclub_ip8942,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,skinlover_ip4667,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,8,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_ip5786,skinlover_ip9681,Undirected,0.75,6,0.0,0.0,0.75,0.0,0.0,0.75,1,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rp24000,skintok_rr86588,Undirected,0.9285714285714286,3,3.0,1.0,0.375,0.4285714285714285,0.125,0.9285714285714286,3,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rp36237,glowingid_rr60530,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,2,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rp48748,cantik_rr27695,Undirected,0.8035714285714286,3,3.0,0.0,0.375,0.4285714285714285,0.0,0.8035714285714286,2,9,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rp61025,racun_ip3473,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,13,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rp78167,testireal_rr26086,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rp84557,glowhunter_rr76414,Undirected,1.0714285714285714,4,4.0,0.0,0.5,0.5714285714285714,0.0,1.0714285714285714,2,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rr1455,glowhunter_ip7849,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,6,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_rr2174,dearskin_rp98403,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,15,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rr27100,glowup_rp98113,Undirected,1.3392857142857144,5,5.0,0.0,0.625,0.7142857142857143,0.0,1.3392857142857144,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beauty_rr332,glowup_ct3239,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_rr479,reviewjujur_ct9773,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,3,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beauty_rr9979,kulitglowing_ip334,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,7,Mass Actor,Community Actor,Community–Mass,LCN Non-HCC,HCC,HCC–LCN Non-HCC,False,True
beautyaddict_cp3230,glowup_rr6866,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,8,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct10959,cantik_ct95823,Undirected,1.25,5,0.0,5.0,0.625,0.0,0.625,1.25,2,16,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct10959,skinclub_ct6649,Undirected,1.25,5,0.0,5.0,0.625,0.0,0.625,1.25,2,16,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2062,beautyaddict_ct4776,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2062,kulitsehat_ct8443,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2062,racun_ct2295,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2062,racun_ct8621,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2062,skinbestie_ct9276,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2423,dearskin_ct1358,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2423,glowup_ct3809,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2423,reviewjujur_ct6118,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct2423,skinlover_ct8756,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,9,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct30004,bestieku_ct66053,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct30004,glowup_ct95695,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct30004,kulitcerah_ct74535,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct30004,skinlover_ct47678,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct30004,skintok_ct62066,Undirected,1.0,4,0.0,4.0,0.5,0.0,0.5,1.0,2,11,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct4776,kulitsehat_ct8443,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct4776,racun_ct2295,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct4776,racun_ct8621,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct4776,skinbestie_ct9276,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,4,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct75025,beautyvibe_ct9600,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct75025,glowingid_ct11995,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct75025,glowup_ct93477,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct75025,kulitglowing_ct49929,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct75025,racun_ct61657,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct75025,skincare_ct68797,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,7,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct7716,glowhunter_ct4367,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct7716,glowhunter_rr5036,Undirected,0.5357142857142857,2,2.0,0.0,0.25,0.2857142857142857,0.0,0.5357142857142857,2,5,Community Actor,Mass Actor,Community–Mass,HCC,LCN Non-HCC,HCC–LCN Non-HCC,True,False
beautyaddict_ct7716,glowup_ct2135,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct7716,kulitglowing_ct6396,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct7716,skinclub_ct7669,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct7716,skinclub_ct9386,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct8242,beautyvibe_ct2527,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct8242,skincare_ct7727,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct8242,skinclub_ct2318,Undirected,0.75,3,0.0,3.0,0.375,0.0,0.375,0.75,2,6,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct95316,glowingid_ct92516,Undirected,1.75,7,0.0,7.0,0.875,0.0,0.875,1.75,2,31,Community Actor,Community Actor,Community–Community,HCC,HCC,HCC–HCC,True,True
beautyaddict_ct95803,racun_ct45713,Undirected,1.25,5,0.0,5.0,0.625,0.0,0.625,1.25,2,14,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct95803,skinlover_ct30407,Undirected,1.25,5,0.0,5.0,0.625,0.0,0.625,1.25,2,14,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ct95803,skintok_ct75378,Undirected,1.25,5,0.0,5.0,0.625,0.0,0.625,1.25,2,14,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,beautyvibe_ip9164,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,cantik_ip1685,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,cantik_ip3572,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,dearskin_ip2757,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,glowhunter_ip3950,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,kulitsehat_ip9568,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip154,racun_ip5937,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,21,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
beautyaddict_ip168,beautyvibe_ip9536,Undirected,0.5,4,0.0,0.0,0.5,0.0,0.0,0.5,1,10,Mass Actor,Mass Actor,Mass–Mass,LCN Non-HCC,LCN Non-HCC,LCN Non-HCC–LCN Non-HCC,False,False
