product_category,video_url,video_id,comment_type,comment_id,parent_comment_id,parent_user,reply_count,expected_reply_count,actual_reply_scraped,thread_level,user_id,username,text,mentions,hashtags,timestamp,source_file,username_norm,is_injected,comment_text_original,comment_text_model,probability_negative,probability_neutral,probability_positive,predicted_sentiment,max_probability,threshold,no_text,abstained,final_sentiment_label,sentiment_status,model_name,selected_candidate,model_hash,config_hash,locked_test_validation_status,inference_timestamp_utc,dataset_provenance,is_hcc_member,is_hcc,hcc_id,community,primary_brand,brand_label_auto,brand_combo,brand_confidence,product_brand_context,is_hcc_member_bool
maryame_niacinamide,https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj,7472351771025755410,reply,INJ000011,7472563885531693832,skinbestie_ct9114,0,0,0,1,9290550005320986300,dearskin_rr7055,baru 3 hari pake maryame tp udah kerasa bedanya 🙏,[],[],2025-02-17T12:11:34+00:00,maryame_niacinamide_video_10.csv,dearskin_rr7055,True,baru 3 hari pake maryame tp udah kerasa bedanya 🙏,baru 3 hari pake maryame tp udah kerasa bedanya 🙏,0.5064889793189368,0.1078174366024658,0.38569358407859755,Negative,0.5064889793189368,0.42,False,False,Negative,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Maryame,False
originote_niacinamide,https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,7129446710400601371,reply,INJ000012,7180737424883598107,skinbestie_ct9114,0,0,0,1,9290550005320986300,dearskin_rr7055,sama nih aku juga ngerasain efeknya pas pake originote 🙏,[],[],2022-08-08T10:30:44+00:00,originote_niacinamide_video_7.csv,dearskin_rr7055,True,sama nih aku juga ngerasain efeknya pas pake originote 🙏,sama nih aku juga ngerasain efeknya pas pake originote 🙏,0.2517291425040923,0.40694070608913385,0.34133015140677386,Neutral,0.40694070608913385,0.42,False,True,Uncertain,Uncertain,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,The Originote,False
maryame_niacinamide,https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,7385065641595653382,reply,INJ000013,7493023917281149701,cantik_ip9501,0,0,0,1,9410839777911894022,dearskin_rr6397,baru order maryame semoga cocok kaya testimoni2 disini 🙏,[],[],2024-06-27T06:36:46+00:00,maryame_niacinamide_video_7.csv,dearskin_rr6397,True,baru order maryame semoga cocok kaya testimoni2 disini 🙏,baru order maryame semoga cocok kaya testimoni2 disini 🙏,0.2813085899538067,0.5123370124903295,0.20635439755586388,Neutral,0.5123370124903295,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Maryame,False
maryame_niacinamide,https://www.tiktok.com/@mputrizahro/video/7424146834534239493?_r=1&_t=ZS-977UpyoFBWq,7424146834534239493,reply,INJ000014,7424679047462978310,cantik_ip9501,0,0,0,1,9410839777911894022,dearskin_rr6397,baru order maryame semoga cocok kaya testimoni2 disini 🔥,[],[],2024-10-10T15:23:42+00:00,maryame_niacinamide_video_20.csv,dearskin_rr6397,True,baru order maryame semoga cocok kaya testimoni2 disini 🔥,baru order maryame semoga cocok kaya testimoni2 disini 🔥,0.283761995447455,0.5079665818558718,0.20827142269667315,Neutral,0.5079665818558718,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Maryame,False
daviena_retinol,https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X,7378347819268082950,reply,INJ000015,7378847357973218054,skinclub_ct6948,0,0,0,1,9482648656309155431,skinlover_rr8952,ka kalo kulit berjerawat cocok ga pake daviena? 🙏,[],[],2024-06-09T04:17:32+00:00,daviena_retinol_video_11.csv,skinlover_rr8952,True,ka kalo kulit berjerawat cocok ga pake daviena? 🙏,ka kalo kulit berjerawat cocok ga pake daviena? 🙏,0.09534229484942254,0.7385810757421858,0.16607662940839174,Neutral,0.7385810757421858,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
maryame_niacinamide,https://www.tiktok.com/@susiyuliani30/video/7182401543491128602?_r=1&_t=ZS-977UoX2jLJ2,7182401543491128602,reply,INJ000016,7191738779673281306,skinclub_ct6948,0,0,0,1,9482648656309155431,skinlover_rr8952,"follow tips di video, maryame emang the best buat kulit kusam!!",[],[],2022-12-29T03:41:32+00:00,maryame_niacinamide_video_18.csv,skinlover_rr8952,True,"follow tips di video, maryame emang the best buat kulit kusam!!","follow tips di video, maryame emang the best buat kulit kusam!",0.1077638041469588,0.6202565727611653,0.271979623091876,Neutral,0.6202565727611653,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Maryame,False
davina_skincare,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,7421104723333483782,reply,INJ000017,7421177048759403285,skinbestie_cp6923,0,0,0,1,9368671270368601667,cantik_rr1433,"kak izin nanya, davina ini aman ga buat kulit sensitif? 🥰",[],[],2024-10-02T11:01:38+00:00,davina_skincare_video_2.csv,cantik_rr1433,True,"kak izin nanya, davina ini aman ga buat kulit sensitif? 🥰","kak izin nanya, davina ini aman ga buat kulit sensitif? 🥰",0.0379905889530868,0.9046980638893402,0.05731134715757301,Neutral,0.9046980638893402,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
daviena_retinol,https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X,7378347819268082950,reply,INJ000018,7386647758822949637,skinbestie_cp6923,0,0,0,1,9368671270368601667,cantik_rr1433,udah 6 minggu pake daviena alhamdulillah cocok bgt di kulitku!!,[],[],2024-06-09T04:27:34+00:00,daviena_retinol_video_11.csv,cantik_rr1433,True,udah 6 minggu pake daviena alhamdulillah cocok bgt di kulitku!!,udah 6 minggu pake daviena alhamdulillah cocok bgt di kulitku!,0.15173696704032624,0.017925118027942277,0.8303379149317315,Positive,0.8303379149317315,0.42,False,False,Positive,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
azarine_retinol,https://www.tiktok.com/@afikarrhnur/video/7327630114282573061?_r=1&_t=ZS-977QMH6uaMn,7327630114282573061,reply,INJ000019,7356960096050660102,skinbestie_cp2803,0,0,0,1,9183284501145281014,kulitglowing_rr4835,auto cus checkout azarine abis liat video ini 😍,[],[],2024-03-02T14:45:55+00:00,azarine_retinol_video_7.csv,kulitglowing_rr4835,True,auto cus checkout azarine abis liat video ini 😍,auto cus checkout azarine abis liat video ini 😍,0.3171473093190746,0.3536703513259506,0.3291823393549749,Neutral,0.3536703513259506,0.42,False,True,Uncertain,Uncertain,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Azarine,False
daviena_retinol,https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH,7319688011891936517,reply,INJ000020,7353165539302195974,skinbestie_cp2803,0,0,0,1,9183284501145281014,kulitglowing_rr4835,ka kalo kulit berjerawat cocok ga pake daviena?!!,[],[],2024-01-04T18:59:17+00:00,daviena_retinol_video_13.csv,kulitglowing_rr4835,True,ka kalo kulit berjerawat cocok ga pake daviena?!!,ka kalo kulit berjerawat cocok ga pake daviena?!,0.11006907040564498,0.6963875297454549,0.1935433998489001,Neutral,0.6963875297454549,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
davina_skincare,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz,7596239649517899016,reply,INJ000021,7596263020034278165,skinlover_cp3755,0,0,0,1,9449082226024033549,beautyvibe_rr5941,request kak next review produk sejenis davina dong 😊,[],[],2026-01-17T08:48:22+00:00,davina_skincare_video_1.csv,beautyvibe_rr5941,True,request kak next review produk sejenis davina dong 😊,request kak next review produk sejenis davina dong 😊,0.09906835856135121,0.7247638124221099,0.17616782901653905,Neutral,0.7247638124221099,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
azarine_retinol,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J,7313383346447322373,reply,INJ000022,7320066404521870086,skinlover_cp3755,0,0,0,1,9449082226024033549,beautyvibe_rr5941,"udah repurchase ke-3 nih azarine, ga bakal ganti lagi 🥰",[],[],2023-12-17T16:15:13+00:00,azarine_retinol_video_4.csv,beautyvibe_rr5941,True,"udah repurchase ke-3 nih azarine, ga bakal ganti lagi 🥰","udah repurchase ke-3 nih azarine, ga bakal ganti lagi 🥰",0.3746185959189099,0.3572288859523578,0.2681525181287323,Negative,0.3746185959189099,0.42,False,True,Uncertain,Uncertain,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Azarine,False
daviena_retinol,https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub,7389110955214490886,reply,INJ000023,7433749845083603718,skincare_cp5957,0,0,0,1,9641723883327276877,skinclub_rr6182,udah 2 minggu pake daviena alhamdulillah cocok bgt di kulitku!!,[],[],2024-07-08T04:28:33+00:00,daviena_retinol_video_3.csv,skinclub_rr6182,True,udah 2 minggu pake daviena alhamdulillah cocok bgt di kulitku!!,udah 2 minggu pake daviena alhamdulillah cocok bgt di kulitku!,0.15645623433755765,0.017704841215343367,0.8258389244470989,Positive,0.8258389244470989,0.42,False,False,Positive,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
azarine_retinol,https://www.tiktok.com/@afikarrhnur/video/7327630114282573061?_r=1&_t=ZS-977QMH6uaMn,7327630114282573061,reply,INJ000024,7373209384408761094,skincare_cp5957,0,0,0,1,9641723883327276877,skinclub_rr6182,ka kalo kulit berjerawat cocok ga pake azarine? btw,[],[],2024-03-02T14:40:01+00:00,azarine_retinol_video_7.csv,skinclub_rr6182,True,ka kalo kulit berjerawat cocok ga pake azarine? btw,ka kalo kulit berjerawat cocok ga pake azarine? btw,0.05479315633974762,0.7682463250157049,0.17696051864454757,Neutral,0.7682463250157049,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Azarine,False
daviena_retinol,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1,7284446766534102277,reply,INJ000025,7287544905609134854,glowhunter_cp563,0,0,0,1,9445274992044794515,skinlover_rr9348,request kak next review produk sejenis daviena dong 🥰,[],[],2023-10-01T03:48:11+00:00,daviena_retinol_video_2.csv,skinlover_rr9348,True,request kak next review produk sejenis daviena dong 🥰,request kak next review produk sejenis daviena dong 🥰,0.13552137725855712,0.5524863937869585,0.3119922289544845,Neutral,0.5524863937869585,0.42,False,False,Neutral,Evaluable,model_C_human_supervised,ensemble_top2_human_supervised_development_only,477bfe11ebc3463eeff5a5fb8359f86022d719c8bea49dfdad0460fa0c5e2ccc,3aacda361f4143e0fca3df022d494bf0c6f128e6f04f0992f31e894b99fbe00a,FINAL_MODEL_VALIDATED,2026-07-23T04:19:56.467099+00:00,dataset.csv,False,False,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Non-HCC,Daviena,False
